id,Instance_number,-0.361G2-0.35G3-0.347G1-0.288Medu+0.285failures...,0.393Dalc+0.384Walc+0.325sex_M-0.249studytime+0.225goout...,'0.374G2+0.37,-0.457Fjob_other+0.418Fjob_services-0.306guardian_mother+0.294guardian_other+0.236Mjob_services...,0.382guardian_other+0.329absences+0.279age+0.242paid_yes+0.225romantic_yes...,-0.473address_U+0.374school_MS+0.326traveltime-0.303reason_home+0.215Mjob_teacher...,'0.38,0.345freetime+0.297famrel+0.291activities_yes-0.276guardian_mother+0.262guardian_other...,-0.4Pstatus_T-0.366paid_yes+0.318reason_reputation-0.3reason_home+0.283absences...,'0.469Mjob_health+0.398Fjob_health+0.35,'0.4,-0.417Mjob_services+0.357Mjob_other+0.318Fjob_services-0.315health-0.279famsup_yes...,'-0.477famsize_LE3+0.347reason_other-0.309Fjob_health-0.261traveltime+0.24,-0.422famrel-0.274freetime+0.269Pstatus_T-0.254school_MS-0.239goout...,'0.49,0.372Mjob_teacher-0.344Mjob_health-0.328goout+0.299Fjob_health-0.282higher_yes...,0.395activities_yes+0.384romantic_yes+0.301famsize_LE3+0.257reason_other-0.248famrel...,0.509nursery_yes-0.353activities_yes-0.346higher_yes+0.298famsup_yes-0.256reason_other...,'-0.388studytime+0.35,'-0.349Fjob_health-0.329schoolsup_yes-0.321reason_home+0.27,'-0.54nursery_yes+0.29,0.542Pstatus_T+0.345famsize_LE3+0.285famrel-0.269freetime+0.227address_U...,'0.475freetime+0.33,-0.331Fjob_health+0.328health-0.29romantic_yes-0.262school_MS-0.258sex_M...,0.412traveltime-0.319Fjob_teacher-0.314famsize_LE3-0.242age-0.239paid_yes...,-0.442schoolsup_yes-0.34studytime+0.309Fjob_teacher+0.303higher_yes-0.268Medu...,0.384romantic_yes-0.373famsup_yes+0.333higher_yes+0.301failures-0.234activities_yes...,'0.361paid_yes+0.345address_U+0.315health-0.273famsize_LE3+0.27,-0.621failures-0.244Mjob_other+0.241freetime+0.227sex_M-0.219Fedu...,-0.372address_U-0.362studytime-0.334Medu-0.274school_MS-0.27sex_M...,-0.431famsup_yes+0.374paid_yes-0.329age+0.277freetime-0.259sex_M...,0.488sex_M-0.446Dalc+0.438goout-0.242activities_yes-0.229address_U...,0.468guardian_mother+0.362guardian_other-0.295school_MS-0.243Mjob_teacher+0.223Fedu...,yes,Cluster
61,60,-1.693097,2.021005,-2.11333,-0.238827,-0.496912,1.815583,-0.422254,-0.06317,0.313486,3.667568,-0.039325,-0.228631,2.039419,0.543799,0.181434,-2.229083,0.844015,-0.648249,0.100266,-0.919263,-0.311183,-0.853835,0.218749,2.266712,-1.49346,1.185301,-1.028837,-1.85193,0.444876,0.266136,0.363538,-0.075976,0.638017,0,cluster4
62,61,2.864644,3.002417,-0.531514,0.675662,-1.113955,-1.010823,2.994934,0.268931,-0.271885,0.010484,3.903192,-0.163025,0.39839,-0.74332,1.381404,-0.579311,1.835177,0.050572,-0.167762,-0.052867,2.883145,1.593259,0.077086,0.471511,2.038056,-0.640973,0.576027,1.13785,1.042471,0.17223,-1.133025,-1.809634,-0.227982,1,cluster0
63,62,0.472777,-1.850036,0.121588,1.156397,-1.500471,-0.907063,0.740557,0.164125,0.662619,-0.587265,1.006181,3.764129,-0.388837,-2.058846,-1.100772,0.076727,1.431698,-0.226368,0.757006,-0.127699,-0.289701,0.6487,1.109003,0.353611,-0.599464,0.047606,-0.118798,-0.102929,0.55768,0.412678,0.488466,-0.062115,-0.187562,1,cluster0
64,63,-1.691008,0.406789,-3.776797,-0.467352,0.792739,-0.282021,0.595962,-0.502867,-1.627409,0.797793,0.948475,0.568971,-1.419593,-0.869296,0.050834,1.897807,0.108491,-0.886087,-2.484068,-3.385756,-0.308235,-0.693504,0.606324,-0.540851,0.697232,-0.470512,-0.113901,1.01777,0.271469,0.256303,-0.186793,-0.706279,0.119853,1,cluster0
65,64,-0.691271,1.008928,-1.375273,1.445977,-0.867569,-1.082009,1.933498,-0.341205,1.397186,-0.841732,1.031898,2.371726,-0.089863,-1.421728,-0.364305,-1.319068,1.766033,-0.569487,-0.102045,0.655702,-0.355937,1.099942,0.46786,-0.518595,0.313519,-1.864214,1.094186,-0.122597,0.171524,0.54922,0.797765,-0.436837,-0.639987,1,cluster0
66,65,-2.634367,1.217926,0.249598,0.389841,-1.103635,1.131209,-0.174732,0.652898,-0.227958,-1.93599,-0.433232,0.939227,-1.109837,-0.799745,-1.088713,0.38088,1.204243,0.369471,1.054928,-0.871974,2.286604,0.638682,-0.40539,0.760016,1.593768,0.182141,-0.654799,-0.467148,-1.424855,0.148831,-0.460474,-0.874738,0.461366,1,cluster2
67,66,-1.17029,2.141539,-0.49389,-0.234445,1.379323,0.60324,1.015238,-1.259128,0.902752,0.562803,2.524988,3.589695,0.826375,1.268748,0.66531,-0.483687,-0.203002,-0.549169,-2.472192,2.681368,1.595402,-3.377574,-0.999254,-1.011871,-0.163482,-1.438324,-0.471168,-0.415183,0.125499,-1.235359,-1.128436,-0.836002,0.749359,1,cluster0
68,67,0.297303,-2.570703,-2.031345,-0.205211,-0.725012,-0.695684,1.512759,-1.147402,-0.459705,-0.746211,0.548525,-2.050203,0.775499,-0.59889,-0.084836,0.456647,0.090634,0.049691,-0.774568,-0.265843,-0.623997,-0.079798,0.359272,1.163239,-0.276103,-1.964557,0.169145,0.45555,0.841128,-1.037347,-0.027921,0.478506,-0.104548,1,cluster1
69,68,-0.24363,-1.374571,-1.721865,0.783255,-1.276332,1.326883,2.134864,-2.323832,-0.517757,1.32491,0.78128,0.918112,-1.961456,0.271826,-0.395685,-0.691075,-0.462232,0.773002,2.000854,-0.116105,1.287886,1.250487,0.122885,1.637454,-2.081149,-0.711173,1.24358,0.180872,0.37459,0.617467,0.116963,1.111989,0.335511,1,cluster0
70,69,-0.865962,-1.319513,2.987507,-0.716496,0.723106,1.171542,1.731981,0.545182,0.738569,0.517657,2.069697,0.690759,-0.24861,0.36283,-0.070138,1.110496,-0.008027,0.504411,-0.698645,0.529239,1.854192,0.183727,0.245849,0.787247,0.030673,-1.007958,-0.565265,-2.533117,-0.239327,-0.900231,1.607495,-0.330157,-0.759178,1,cluster1
71,70,-1.432289,-2.288172,1.798032,-0.563423,0.312687,0.233204,1.017948,1.066464,-0.589089,0.570674,0.77991,-0.319865,-0.419668,0.147964,0.018163,1.224611,-0.04166,2.283514,-0.283719,1.31501,-0.637758,-0.669682,-0.628298,0.564579,0.054434,-0.426041,-0.109298,0.435455,0.307454,-1.982545,0.30665,0.54899,-0.572708,1,cluster1
72,71,-0.56262,-1.85817,0.400601,-1.614607,-0.674296,-0.286305,-0.759874,0.124155,-0.269337,0.167415,-0.665434,0.960122,0.478501,-0.241598,-0.440718,-0.296566,-0.482775,0.381271,-1.047788,0.318953,-1.018803,-1.275221,-0.643293,0.437985,0.926302,-1.357035,-0.007039,-0.913372,0.010101,-1.749474,0.310745,1.058777,0.674118,1,cluster1
73,72,3.473211,-1.834812,-1.098209,-1.235962,-0.390892,0.284033,1.578636,-0.295927,0.846682,1.498346,1.794031,0.795633,0.952497,0.906642,0.395111,0.027718,-0.132359,-0.088638,-1.634972,0.185263,1.398941,-0.410955,1.48223,0.275289,-0.97639,-1.007827,2.017631,-0.057465,-1.27565,0.533397,-0.132976,0.741159,-0.989211,1,cluster0
74,73,-0.280934,-0.615248,1.623553,-2.044007,-1.19615,-0.787073,0.464123,1.21955,0.668714,0.122236,-0.409966,1.054042,-0.082821,0.280285,0.7942,0.62203,-0.840872,-0.014937,0.614749,0.971633,-1.183048,0.041825,0.187543,0.040092,-0.303877,0.641744,0.930887,0.676939,-0.07479,-0.641676,-0.821254,-1.174545,0.105013,0,cluster1
75,74,-0.438569,0.345681,-1.516088,0.192812,1.774399,-1.2965,-0.054043,-2.259465,-0.250727,-1.454406,2.571069,1.9587,1.160859,1.114341,3.361491,1.324021,-0.629942,-0.285081,1.824848,-1.739003,-0.02318,1.077975,2.508688,1.333846,-0.256689,0.533141,-1.377697,0.746391,0.18103,-0.802126,0.472805,-0.034977,0.06281,1,cluster0
76,75,-1.117588,0.800312,-2.038831,-2.234237,0.417495,-0.425531,-0.722282,0.441538,-1.83121,-1.126578,-0.189335,-0.629246,-0.82215,1.354733,0.356965,1.068414,0.010398,-0.423734,0.052056,-0.049262,-0.558236,-0.592758,-0.276119,0.222974,0.0352,-0.185396,-0.04767,0.40716,-0.145674,-0.282522,-0.017422,-0.376777,-0.724501,1,cluster1
77,76,-0.969812,-0.832319,0.21717,-1.522129,-0.881599,0.821064,-0.335856,0.780784,-0.07857,-1.50535,-1.366185,1.035355,-0.275179,0.686312,-1.140656,0.680936,1.419823,-0.649287,-0.66819,-1.415821,0.038551,-1.665121,-0.698552,1.357761,2.135851,-0.651389,0.312426,-0.590875,1.047965,-2.104391,0.018756,0.295556,-0.713902,1,cluster0
78,77,-0.374551,-2.647901,0.83602,-0.569952,0.675153,0.738929,0.933099,-0.530127,-0.399332,-0.359869,-0.82633,0.969441,1.098507,-0.903054,0.805973,0.285863,-0.622479,1.001701,-1.17672,1.024795,-0.539057,0.415208,-1.293843,0.09312,-0.006274,-0.588512,1.854241,0.337217,-0.041603,-0.171383,0.493525,-0.193866,-0.482566,1,cluster1
79,78,3.267616,-1.031987,-0.187631,-0.866479,-1.675067,-2.138348,-1.347906,0.900726,1.27565,0.431994,-0.444812,0.002719,0.12748,1.246905,-0.59843,1.802165,1.963052,2.15232,1.60168,-2.920901,0.426958,-1.529371,0.830152,-1.324713,-1.59399,-0.824039,-0.378121,1.205331,-1.083975,-1.009451,0.206769,-1.627648,0.411567,1,cluster5
80,79,0.76909,-1.238057,-2.376548,-1.060105,0.200144,0.178953,-0.617741,-0.548547,0.14252,0.332102,-0.517081,-0.10007,0.777427,0.717493,-1.372969,-0.665983,-0.349084,-0.313372,-0.244176,0.475048,-0.559495,-0.287783,1.386439,0.442767,1.519683,-0.398097,-1.491986,-1.007401,0.298409,0.432976,0.083805,0.019836,0.568641,1,cluster1
81,80,-0.241413,-0.539305,-0.447358,0.86054,-0.930797,-0.992757,-0.376149,-0.221909,-1.286426,1.105624,2.551174,2.212105,0.468164,1.083496,0.426375,0.565101,1.479796,-0.69851,0.607286,1.334303,0.739734,0.287683,0.261766,-1.616638,-0.720514,-0.632005,0.449556,1.475749,-0.214771,0.943017,-0.67384,1.426134,-0.497498,1,cluster0
82,81,-0.07714,-1.924627,0.412142,-1.748865,-0.640449,-1.873986,-0.827103,0.073939,-1.552894,0.162234,1.593761,-0.094131,0.417368,-0.396451,0.956553,1.143661,-0.763305,-0.854562,0.00068,-0.503768,0.333295,0.396252,-0.151529,-0.420076,-1.136712,-1.640609,1.243855,0.709819,0.540737,-0.938253,1.018419,0.807509,0.507431,1,cluster1
83,82,0.125295,-1.405792,-1.825108,-0.82498,-0.110562,-0.525734,1.938853,-0.644737,0.844759,-0.981775,-0.865607,-1.576296,-0.156055,-0.405052,-0.905482,0.223297,-0.13263,0.216197,-0.208584,1.495669,-0.239198,1.116471,1.181996,0.228685,0.051809,0.588875,-0.472941,-0.334394,0.346891,-0.617346,1.407212,0.572502,0.124175,1,cluster1
84,83,-1.60506,1.350696,1.496424,0.468635,-1.822468,-1.786861,0.68605,-1.148266,-0.891267,-2.058901,0.219592,-0.271371,-1.503897,0.023077,0.85705,-0.215148,0.592038,0.237007,0.338363,-0.425695,0.159332,0.683306,-0.92787,-0.241541,-0.17826,1.026634,0.463452,0.319499,0.187196,-0.249942,0.926573,0.408181,0.464488,1,cluster2
85,84,1.330716,-1.770431,0.959714,-0.967672,-0.180723,-1.77051,-0.249545,0.528063,-1.77798,0.616851,1.633303,0.452272,0.110342,1.021367,0.327617,0.272328,0.309637,-0.888125,-0.662535,0.532191,0.785576,-0.076347,-0.259376,-0.05712,-0.163269,0.485356,-0.978909,-0.758246,0.135146,0.231988,-0.008131,-1.635906,-1.31728,1,cluster1
86,85,0.551784,1.300702,-2.102163,2.056991,0.044116,-0.577754,1.498547,0.110179,0.584972,-0.147267,0.429217,0.164355,0.208535,-0.083815,0.15425,-1.054441,-0.411923,1.140966,-0.171614,1.731446,-0.474755,0.23881,0.191033,-0.184714,1.613723,-0.201318,1.861582,0.793749,-1.107673,-0.656006,2.685238,-0.215597,-0.296511,1,cluster0
87,86,0.874001,-1.440191,-0.762294,-1.107834,-0.274756,-0.251037,0.195848,-0.986834,0.04384,-0.488285,-1.135936,-0.163248,-0.118919,-0.805682,-1.665366,-0.259637,0.121153,0.003081,-0.262504,0.157029,0.398401,1.022269,0.099421,0.665951,0.365903,0.07636,-0.822094,-1.516282,-0.199156,0.793126,-0.580722,0.238251,-0.258899,0,cluster1
88,87,-1.848773,-1.932441,0.666559,-1.343266,0.27538,0.277953,1.32935,0.744437,0.397368,-0.651034,-0.11147,1.59569,1.279491,-0.213113,-0.295605,-0.116177,-0.200356,0.449792,0.449431,-0.18973,0.040313,-0.212079,-0.629739,-0.254512,0.237438,0.023963,-0.249342,-0.782507,-1.150751,-0.505559,-0.503694,-1.216769,-0.684464,1,cluster1
89,88,0.336684,-0.807439,0.997712,0.346474,-0.593387,-0.693834,1.532244,1.576334,0.889697,-0.402989,0.530711,-0.542032,0.051721,1.546825,-0.906252,0.487266,0.424696,-1.271612,0.408352,0.504182,-0.445423,0.258435,-0.32857,-0.964965,0.509178,0.853637,0.683481,0.523885,1.096502,-1.431474,1.774582,-0.036939,-0.714707,1,cluster1
90,89,-0.982278,1.736557,-3.423685,-0.751759,1.453466,0.475847,0.132594,-1.780513,2.315484,1.203648,0.328421,1.136481,-3.385696,-0.618057,-0.005503,2.92458,-3.406308,-0.998198,-1.372903,0.520199,-0.077404,0.215004,-1.073033,-0.424697,0.662902,0.350169,-0.384815,-0.38472,0.132616,-0.23211,-1.534929,-0.335286,-0.850063,0,cluster0
91,90,0.501766,-1.921731,-1.351469,-1.138158,1.369997,-0.27341,-0.809171,-0.797671,-1.81112,-0.20578,-0.343626,-0.443645,0.702251,-0.299575,1.013888,-0.31142,0.040795,1.015344,-0.794661,0.794566,-0.092169,-0.143406,-0.284587,-0.682401,0.081308,-0.494975,0.286155,-0.26687,-0.302652,0.140633,0.416824,-0.131819,0.152952,1,cluster1
92,91,-2.861245,0.766864,1.056153,-1.31424,0.095618,-0.55855,2.426775,0.290676,0.933893,-1.163543,-0.535366,0.199764,1.87881,-0.119781,-1.52052,-1.22323,0.405155,-0.423086,0.361183,-0.732529,-0.717965,0.038486,0.496327,-1.064973,1.142615,0.786142,0.618297,1.008856,-0.369452,0.86811,1.635546,-0.478284,-0.068482,1,cluster0
93,92,1.727167,-1.795771,-0.952139,-1.209664,0.722268,-1.418406,-0.725088,-1.557816,-0.558662,0.192488,1.749941,1.091986,-0.600982,-0.881422,-1.407005,-0.008386,1.313199,0.164465,0.098091,-0.354945,-0.503317,0.632692,0.730062,0.392338,-0.4419,-1.401748,-0.608849,-1.27519,0.219153,-0.164111,-0.197626,-0.343423,-0.656645,0,cluster1
94,93,-1.587095,-0.238098,-1.485312,0.705612,-0.545326,0.517063,-0.912628,0.173521,-2.387578,-2.427446,-0.573674,0.489066,-0.304604,-0.030289,-0.802513,0.564479,0.452051,0.174605,1.248431,-1.182138,1.244621,-0.368487,-0.89384,-0.045025,0.776119,0.882843,0.235588,0.247971,-0.317874,-0.113229,-0.097187,-0.833297,-0.098049,1,cluster2
95,94,-2.325535,-0.978471,-0.529342,0.758333,-1.02275,-0.922325,2.785844,0.009943,1.533621,0.631376,-0.517475,0.196451,-2.18515,-0.813658,0.367652,1.356215,-0.380952,0.026188,-2.7719,-1.496573,-0.43515,0.289019,-0.354594,-1.338181,0.478454,1.135506,-1.024725,-1.112336,0.288575,-1.276826,-0.736747,1.000201,-0.132954,1,cluster0
96,95,0.529843,-3.950446,-0.66288,-0.052074,-0.950334,1.075772,0.248976,-1.897898,-1.118956,-0.803404,1.847874,-0.288742,-0.619277,1.282938,-0.229882,0.05782,1.682105,-0.080667,0.132334,-2.874209,-0.101308,-1.381379,-1.099588,0.464406,-1.060091,-0.675855,0.787161,-0.386364,-0.204091,0.081148,-0.00824,0.168297,-0.721751,1,cluster0
97,96,-1.246484,-0.528672,0.059918,-0.974989,-1.759645,0.504836,1.395456,1.10424,1.88782,0.295655,2.082706,-0.835115,0.215329,1.996315,-0.452962,-0.559988,0.148542,-1.485593,0.826858,-0.734052,0.348937,0.092686,0.841898,-1.355686,-0.440494,-1.386538,0.070747,0.722235,-0.227889,-0.146876,-0.52699,1.228428,0.57339,1,cluster0
98,97,0.898189,-2.044792,-0.446338,-1.282039,0.528932,-0.282334,0.240364,-0.531332,-1.032612,0.218708,-1.013138,-0.602706,1.207684,-0.769754,0.828596,-0.057233,0.191216,1.198071,-0.96178,0.985954,0.41061,0.213611,0.428462,0.269376,0.452461,0.568331,0.17821,0.931503,-0.459933,0.454713,-0.268502,1.137205,-0.174362,0,cluster1
99,98,-1.137248,-0.904176,0.895217,-1.501199,0.193582,-0.054144,0.364447,1.444824,0.783482,-0.210644,-0.170313,2.120226,1.880916,-0.078219,-0.79894,-0.714954,-1.247985,-1.800788,0.828938,-0.075764,0.435408,1.233827,-0.51649,-1.351309,0.319726,0.322506,0.050556,0.250538,-1.296575,0.25704,0.548224,-0.720821,0.296897,1,cluster1
100,99,-0.438903,-2.024889,-2.355851,-0.548343,-0.037379,-0.32173,0.284408,-0.106611,-1.043756,-0.28217,0.710883,0.410058,1.491982,-2.50609,-0.291811,0.033965,-0.491735,0.797946,0.260339,-0.80078,0.141886,0.369261,-0.031302,0.186645,-0.533092,-1.112065,-0.02604,0.668792,-0.711065,-0.309609,-0.064478,1.112805,0.712199,1,cluster1
101,100,0.828471,4.565468,-3.683742,-0.395513,-0.62363,-0.943472,2.469018,-1.261861,-0.669202,0.049908,2.020293,0.202823,2.394036,-1.250064,0.765747,0.681855,1.017009,-1.224581,1.445315,0.083559,-1.501987,-0.319649,0.592829,-0.041321,-0.054949,-0.521546,-0.342575,-0.157088,0.337553,-0.444064,-0.685478,-0.195944,1.025973,1,cluster0
102,101,-3.695404,1.658252,0.134502,1.554915,-1.083955,-0.331223,-1.195698,1.70841,1.232291,1.643776,0.438881,-1.6121,2.488279,-0.702843,1.073031,-0.657726,2.345722,0.349861,-0.897316,0.454566,-1.083841,-0.168808,-1.012184,-0.012692,-0.252024,0.425014,-0.483765,-1.262545,0.01074,-0.774515,-0.254034,0.632871,-0.973069,1,cluster4
103,102,-1.521819,0.136247,-0.328641,-1.101419,-1.462577,-1.626109,0.289254,1.641858,0.45148,-0.114629,0.073001,-1.689988,0.644849,1.190141,0.296545,-0.327038,-0.879697,-1.73169,0.66007,0.748474,0.520201,0.772391,-0.160523,-1.429315,0.247723,-0.395426,-0.782343,-0.009736,-0.966356,-0.220201,-0.426787,0.322262,0.173845,1,cluster1
104,103,0.658937,-1.789788,-2.51199,-0.753023,0.6327,-1.097554,0.418998,-2.023785,0.061693,-1.61861,1.280983,-1.342807,1.093508,-0.044872,-0.394488,-0.388237,0.417027,-0.115487,1.406869,-2.252264,0.022816,1.225539,0.609207,-0.040866,1.260999,-0.225945,-0.173014,0.265885,0.878442,-0.940442,0.708174,1.126682,-0.314959,1,cluster0
105,104,-3.533566,0.263791,0.875194,-1.108534,-0.011009,-1.259731,0.924285,0.053497,1.174157,-1.32976,-0.0061,-1.454534,0.888525,-1.101849,-0.815069,-0.547984,0.14811,-0.230971,1.12675,-0.208746,0.57004,-2.172077,-1.334067,-1.800387,0.178594,0.44754,-0.506857,0.544969,-0.270248,0.882305,-0.181415,0.401554,-0.442825,1,cluster0
106,105,-1.629861,-2.787198,-1.198647,0.903114,0.419788,-1.027339,0.407512,-0.46534,2.316229,2.434271,1.713858,2.059432,-1.317833,-3.133711,0.559961,1.50687,-2.090343,-0.342677,-1.380675,-1.238408,-0.325952,-1.317121,-0.265983,-0.33099,1.177547,-0.706469,-0.159501,0.751726,0.890274,-0.769521,0.808802,0.075045,-0.628728,0,cluster0
107,106,-0.01677,-4.301744,-1.253149,-0.623033,-0.389565,-0.07638,0.023104,-1.322552,-0.953412,-0.268555,1.16206,0.021456,0.774949,-0.966804,0.364348,1.344871,-0.329418,0.385141,0.508322,-0.29145,-0.36745,0.454061,-0.661539,0.781394,-0.75343,-1.470623,0.374568,0.083638,-0.343005,-0.745677,-0.460454,0.345155,-0.232073,1,cluster1
108,107,-2.75722,-0.266459,1.659192,0.085344,-0.331232,-2.355799,0.132181,1.420797,-0.339133,-0.690311,0.470346,-1.822148,-0.383719,0.603984,1.061791,-0.610654,0.085733,0.479429,-0.109246,-0.616627,-0.95565,-0.225314,-0.717608,-0.389007,0.070315,-0.808422,-1.112857,-0.506967,-0.3135,-0.348738,-0.330215,-0.126798,-1.275709,1,cluster2
109,108,0.02898,1.164582,-0.132837,-1.77922,2.541337,2.449667,0.496939,-0.68807,-1.144262,0.215519,3.250244,1.253121,-0.558861,1.670836,0.755733,-1.999835,2.592277,1.684485,-0.870096,-0.970978,-0.344948,-1.49345,-2.369643,-1.084959,1.925413,-1.046102,-0.761277,-0.735613,-0.215304,-0.501915,1.240262,0.94622,0.150915,1,cluster0
110,109,-3.746452,0.750164,-1.281093,0.945588,1.141807,0.039436,2.019533,-0.549916,-0.564174,3.905322,-2.894341,-0.400038,-0.483854,-2.628083,1.901256,0.529899,1.151706,-0.831432,-0.449482,-1.940862,0.78796,0.677309,-0.651735,-0.686225,0.031305,1.025027,-0.580089,-0.790658,-0.937149,-0.088795,0.305207,0.569946,0.693946,1,cluster0
111,110,-4.607335,2.754866,0.646932,-1.428675,-1.052818,-0.744721,-2.88116,1.586566,2.838201,-0.568107,-0.24744,-0.042732,-0.507139,-1.791343,-0.428493,0.362641,0.195073,-0.57626,-0.081039,-0.059874,1.547845,-0.717541,0.108174,1.072548,-0.826596,1.454199,0.267305,0.481782,0.115292,0.543149,0.647178,-0.219259,-0.404094,1,cluster4
112,111,-0.366503,-3.064233,-1.30511,1.23435,-1.151742,0.617852,1.32634,0.383158,1.559307,-0.25197,1.828163,-0.201621,-0.20203,0.819899,-0.710492,-0.579034,0.125821,-0.615895,0.796224,-0.780939,-1.753857,-0.174009,-0.591455,-0.31685,-1.015739,-1.920164,0.363265,-0.78614,-0.916496,0.395575,-0.185719,-0.250513,-1.528679,1,cluster0
113,112,-0.24828,-2.350866,0.129561,-0.349487,-1.27457,-1.49297,-1.2785,-1.348391,0.086941,0.095583,0.665554,0.120917,-0.574347,1.370188,0.60718,-0.439329,0.321525,-1.24111,-0.239939,-1.839528,-1.178231,-0.004162,0.400914,1.236533,-0.66577,-0.998055,0.590598,1.382778,-0.904331,0.043829,-0.505163,-0.708334,-0.320897,1,cluster0
114,113,-3.192103,1.265606,2.274446,-2.09598,-0.722112,-0.605606,-1.438251,0.129598,0.934162,-0.353432,-1.3822,0.169216,-0.810122,0.50453,-1.645974,1.478978,0.784073,-0.348956,0.106164,-0.150695,0.290267,-0.24449,2.126018,0.817825,1.433449,-0.556883,0.488856,-0.485177,-0.375433,-0.040958,0.616991,0.455286,0.041359,1,cluster1
115,114,-0.082118,-0.420103,-0.200288,0.821307,-1.964361,0.162916,1.295919,1.056118,0.224502,1.015046,-2.064752,1.477954,-1.063104,0.812206,2.311398,-0.883677,-0.417465,0.214776,1.65778,0.444499,0.937479,-0.786786,1.056963,0.711239,-0.688536,0.422743,2.117505,-0.827641,2.06322,-0.085014,0.206399,0.296328,-0.133567,1,cluster0
116,115,-3.429695,2.105429,-0.861929,-0.345394,-0.621783,-0.310594,-1.899968,3.460604,0.31304,0.186523,0.577145,-0.393627,0.427675,-0.452004,-0.172966,0.071561,0.055264,0.836004,-0.796458,-0.273292,0.048082,0.576717,-0.285036,1.396006,-0.455119,0.645146,-0.504713,0.127177,-0.086489,0.31299,-0.330903,0.145715,-1.630159,1,cluster4
117,116,-2.365721,-0.09828,-0.540763,-0.34425,-0.541055,0.392301,-1.202306,2.929882,1.407965,0.89279,1.862249,1.382073,0.861464,-0.380711,-0.969895,-0.919701,0.772574,1.707241,0.327587,0.403876,-0.320356,0.348566,-0.601061,-0.479161,-0.276994,1.663481,-0.536925,-0.513252,0.240187,-1.099503,0.251578,-0.102594,-0.272138,0,cluster4
118,117,-0.773736,0.499948,1.373849,0.407546,-1.600617,-1.972089,-1.631992,1.800174,-1.156991,-0.115257,0.708213,1.182498,-1.127092,-0.369732,1.360493,-0.463327,-0.171713,0.729051,1.464023,0.250998,-0.348706,-0.208741,-0.020747,-0.359288,0.691105,0.710883,-0.31903,0.452515,-0.062034,-0.199041,0.563134,-0.515887,0.574353,1,cluster2
119,118,2.595489,-0.274591,0.128806,-1.080642,0.125792,0.804474,0.493647,1.341694,0.534245,0.170573,1.644455,-0.055177,-1.09287,0.818389,2.0256,-0.302727,-0.79653,0.871075,1.18896,-0.647885,-0.643333,0.79211,-1.231125,0.946746,0.563634,0.858382,-1.250527,-0.402553,-0.831305,0.514212,-0.326734,0.917502,-1.269023,1,cluster1
120,119,-1.103115,-0.233717,1.225594,-1.570133,-0.054493,-0.945819,-0.395341,1.283219,0.948534,1.343821,0.497259,1.487268,0.170729,0.313568,-0.853266,-0.350162,-0.764253,0.689298,0.392709,1.394355,-1.642941,0.025826,1.026882,-0.364862,1.231779,-0.150963,-0.105257,0.201337,-0.08546,0.22554,1.063488,0.548011,-0.220021,1,cluster1
121,120,-1.166398,-0.679954,2.171885,1.157829,-1.95323,-0.516421,-0.308197,-1.427359,-0.903745,0.141074,0.271965,1.779643,1.25505,0.911693,-1.62181,-0.31478,-0.878972,-0.885086,-0.902424,-0.253372,1.653504,0.137422,-0.251831,0.370245,1.086612,0.17062,0.468362,-0.244313,-0.129431,1.005632,-0.19096,0.441757,0.073879,1,cluster2
122,121,-2.097558,0.693822,0.634897,1.442516,-0.649198,-2.541083,1.622149,1.038427,-1.878365,-1.665141,0.715601,-0.859748,-0.047612,-0.338044,1.444172,-0.079737,0.551937,1.3773,-0.531876,-0.52778,0.147759,-1.151596,-0.102093,0.127687,0.059834,0.307395,-0.924784,-0.330229,1.030661,-0.651411,1.082959,0.779727,-1.079188,1,cluster2
123,122,-1.696261,-1.134523,-0.28831,1.126028,0.58614,0.086738,0.09199,-0.294618,-0.185843,2.549933,0.644628,0.403098,-2.780056,-1.080062,1.770202,1.511207,0.739307,0.439934,-1.686655,0.142523,-0.260838,1.504532,-0.641871,-1.836714,0.810548,1.393673,-0.870745,0.523937,-1.241711,1.233187,0.15847,-0.389236,0.46449,1,cluster0
124,123,-1.600976,1.614133,-0.778298,-2.014844,0.888286,-0.894103,0.769526,0.447368,0.2421,1.871206,-1.302961,0.147305,-0.080456,1.932333,0.45508,-1.87688,-0.446782,-0.38903,1.38571,-0.437333,-0.06093,0.101453,1.257578,0.908774,0.144426,-0.121084,-1.252032,0.073857,0.238035,0.178018,-0.661026,0.315861,0.155463,1,cluster0
125,124,1.181654,-1.816785,-0.290086,-1.376214,0.443711,-1.180603,-0.950772,-0.064452,-1.543871,-0.389398,-1.248069,-0.52128,0.700338,-1.45734,1.449617,-0.348762,-0.125871,0.675912,-0.574511,0.395043,-0.039216,0.248314,0.254576,-0.298277,0.402308,0.385867,1.201293,0.564245,0.321474,0.379099,1.256392,0.041026,0.359321,1,cluster1
126,125,-0.751522,2.604056,-0.560249,0.348369,-1.511443,-3.594458,0.204039,0.580349,-0.577485,-0.340741,2.09536,0.078516,0.191243,-1.733375,0.200874,-1.042382,-0.514955,0.560353,0.649981,-0.70367,-0.57685,0.298758,1.057458,-0.319815,0.754112,-1.714117,0.777667,0.245447,0.59884,0.453181,0.637931,0.330753,0.119276,1,cluster0
