id,Instance_number,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,yes,Cluster
210,209,27.712813,-10.392305,-22.51666,-12.124356,-6.928203,0,0,-62.353829,27.712813,-17.320508,1,cluster3
211,210,29.444864,-17.320508,-34.641016,-20.78461,-3.464102,-0,3.464102,-83.138439,36.373067,-20.78461,1,cluster2
212,211,36.373067,-19.052559,-48.497423,-27.712813,1.732051,5.196152,1.732051,-91.798693,55.425626,-22.51666,1,cluster1
213,212,36.373067,-15.588457,-36.373067,-1.732051,-5.196152,-17.320508,1.732051,-71.014083,19.052559,-27.712813,1,cluster0
214,213,25.980762,-15.588457,-36.373067,-31.176915,-1.732051,19.052559,3.464102,-81.406388,39.837169,-12.124356,1,cluster3
215,214,29.444864,-20.78461,-34.641016,-25.980762,-5.196152,8.660254,-1.732051,-79.674337,45.033321,-12.124356,0,cluster3
216,215,43.30127,-19.052559,-43.30127,-6.928203,0,-15.588457,5.196152,-81.406388,27.712813,-34.641016,1,cluster0
217,216,27.712813,-17.320508,-45.033321,-39.837169,5.196152,32.908965,5.196152,-84.87049,51.961524,-15.588457,1,cluster1
218,217,22.51666,-17.320508,-31.176915,-25.980762,1.732051,12.124356,3.464102,-72.746134,45.033321,-10.392305,1,cluster3
219,218,27.712813,-19.052559,-19.052559,-8.660254,-1.732051,-5.196152,3.464102,-58.889727,22.51666,-13.856406,0,cluster3
220,219,29.444864,-13.856406,-32.908965,-10.392305,-1.732051,-10.392305,1.732051,-69.282032,24.248711,-22.51666,1,cluster3
221,220,20.78461,-13.856406,-20.78461,-5.196152,-1.732051,-8.660254,-1.732051,-51.961524,8.660254,-12.124356,1,cluster3
222,221,20.78461,-10.392305,-13.856406,-1.732051,-3.464102,-12.124356,0,-51.961524,1.732051,-17.320508,0,cluster3
223,222,41.569219,-17.320508,-50.229473,-8.660254,-3.464102,-22.51666,3.464102,-88.334591,36.373067,-27.712813,1,cluster0
224,223,36.373067,-17.320508,-31.176915,-5.196152,-5.196152,-15.588457,3.464102,-74.478185,32.908965,-20.78461,1,cluster2
225,224,36.373067,-12.124356,-34.641016,-5.196152,-5.196152,-22.51666,1.732051,-69.282032,36.373067,-19.052559,1,cluster0
226,225,24.248711,-15.588457,-45.033321,-31.176915,-5.196152,13.856406,3.464102,-86.60254,41.569219,-15.588457,1,cluster3
227,226,38.105118,-17.320508,-60.621778,-22.51666,-1.732051,-8.660254,5.196152,-98.726896,46.765372,-25.980762,1,cluster1
228,227,34.641016,-19.052559,-34.641016,-5.196152,-1.732051,-15.588457,3.464102,-74.478185,32.908965,-22.51666,1,cluster2
229,228,29.444864,-13.856406,-38.105118,-29.444864,-3.464102,8.660254,0,-86.60254,48.497423,-19.052559,1,cluster3
230,229,27.712813,-15.588457,-46.765372,-22.51666,-3.464102,-5.196152,1.732051,-86.60254,36.373067,-22.51666,1,cluster3
231,230,36.373067,-17.320508,-58.889727,-27.712813,-3.464102,-3.464102,1.732051,-98.726896,50.229473,-24.248711,1,cluster1
232,231,34.641016,-19.052559,-36.373067,-12.124356,-1.732051,-6.928203,6.928203,-76.210236,32.908965,-32.908965,1,cluster2
233,232,34.641016,-17.320508,-46.765372,-27.712813,3.464102,12.124356,3.464102,-83.138439,46.765372,-24.248711,1,cluster1
234,233,38.105118,-19.052559,-36.373067,-5.196152,1.732051,-24.248711,0,-77.942286,36.373067,-24.248711,1,cluster0
235,234,25.980762,-12.124356,-53.693575,-38.105118,-8.660254,22.51666,5.196152,-88.334591,50.229473,-19.052559,1,cluster2
236,235,31.176915,-13.856406,-38.105118,-19.052559,-1.732051,-1.732051,1.732051,-79.674337,36.373067,-20.78461,1,cluster3
237,236,36.373067,-17.320508,-39.837169,-15.588457,-6.928203,-13.856406,10.392305,-84.87049,48.497423,-22.51666,1,cluster2
238,237,34.641016,-15.588457,-69.282032,-39.837169,-8.660254,20.78461,8.660254,-103.923048,58.889727,-22.51666,1,cluster2
239,238,27.712813,-15.588457,-39.837169,-6.928203,-3.464102,-22.51666,-1.732051,-72.746134,29.444864,-17.320508,0,cluster3
240,239,29.444864,-20.78461,-10.392305,0,1.732051,-3.464102,6.928203,-55.425626,19.052559,-15.588457,1,cluster2
241,240,39.837169,-12.124356,-57.157677,-29.444864,-1.732051,6.928203,5.196152,-93.530744,46.765372,-24.248711,1,cluster2
242,241,32.908965,-13.856406,-25.980762,-6.928203,-3.464102,-8.660254,-1.732051,-65.817931,31.176915,-19.052559,1,cluster3
243,242,13.856406,-15.588457,-3.464102,-5.196152,1.732051,-3.464102,3.464102,-32.908965,13.856406,-5.196152,1,cluster3
244,243,36.373067,-15.588457,-29.444864,-3.464102,-5.196152,-19.052559,1.732051,-65.817931,34.641016,-10.392305,1,cluster3
245,244,13.856406,-15.588457,-8.660254,-3.464102,-0,-10.392305,6.928203,-48.497423,13.856406,-15.588457,1,cluster3
246,245,45.033321,-12.124356,-65.817931,-13.856406,-5.196152,-13.856406,3.464102,-98.726896,41.569219,-34.641016,1,cluster0
247,246,34.641016,-19.052559,-38.105118,-10.392305,-3.464102,-10.392305,3.464102,-77.942286,34.641016,-24.248711,1,cluster2
248,247,25.980762,-29.444864,-36.373067,-29.444864,12.124356,25.980762,3.464102,-88.334591,46.765372,-15.588457,1,cluster1
249,248,20.78461,-15.588457,-15.588457,-19.052559,-3.464102,13.856406,1.732051,-55.425626,27.712813,-6.928203,1,cluster3
250,249,38.105118,-15.588457,-39.837169,-5.196152,-8.660254,-15.588457,5.196152,-79.674337,27.712813,-20.78461,1,cluster2
251,250,29.444864,-13.856406,-12.124356,0,-0,-1.732051,1.732051,-53.693575,10.392305,-12.124356,1,cluster3
252,251,36.373067,-13.856406,-25.980762,-10.392305,0,0,3.464102,-69.282032,27.712813,-24.248711,1,cluster2
253,252,24.248711,-19.052559,-25.980762,-8.660254,1.732051,1.732051,0,-64.08588,19.052559,-6.928203,1,cluster3
254,253,25.980762,-15.588457,-20.78461,-5.196152,-5.196152,-8.660254,5.196152,-55.425626,17.320508,-13.856406,0,cluster3
255,254,31.176915,-15.588457,-22.51666,-3.464102,-8.660254,-5.196152,6.928203,-62.353829,19.052559,-13.856406,1,cluster2
256,255,29.444864,-12.124356,-24.248711,-8.660254,-1.732051,-5.196152,1.732051,-62.353829,10.392305,-22.51666,1,cluster3
257,256,31.176915,-12.124356,-46.765372,-13.856406,-3.464102,-17.320508,-3.464102,-83.138439,39.837169,-22.51666,1,cluster0
258,257,34.641016,-25.980762,-43.30127,-22.51666,-1.732051,5.196152,1.732051,-88.334591,48.497423,-22.51666,1,cluster1
259,258,32.908965,-19.052559,-55.425626,-20.78461,-3.464102,-10.392305,3.464102,-95.262794,39.837169,-24.248711,1,cluster1
260,259,29.444864,-17.320508,-25.980762,-5.196152,-1.732051,-20.78461,5.196152,-67.549981,25.980762,-25.980762,1,cluster2
261,260,41.569219,-22.51666,-83.138439,-39.837169,-1.732051,3.464102,0,-128.17176,76.210236,-29.444864,1,cluster1
262,261,25.980762,-17.320508,-20.78461,-5.196152,-3.464102,-5.196152,0,-58.889727,27.712813,-13.856406,1,cluster3
263,262,31.176915,-17.320508,-34.641016,-6.928203,-5.196152,-19.052559,5.196152,-76.210236,31.176915,-22.51666,0,cluster2
264,263,27.712813,-15.588457,-34.641016,-13.856406,-5.196152,-12.124356,5.196152,-69.282032,31.176915,-15.588457,0,cluster2
265,264,29.444864,-20.78461,-27.712813,-5.196152,0,-17.320508,1.732051,-64.08588,20.78461,-24.248711,1,cluster3
266,265,45.033321,-22.51666,-69.282032,-27.712813,1.732051,-5.196152,0,-110.851252,58.889727,-36.373067,1,cluster1
267,266,27.712813,-15.588457,-20.78461,-8.660254,-3.464102,-8.660254,3.464102,-65.817931,22.51666,-13.856406,1,cluster3
268,267,32.908965,-13.856406,-41.569219,-15.588457,-3.464102,-5.196152,0,-79.674337,39.837169,-17.320508,1,cluster3
269,268,31.176915,-15.588457,-38.105118,-19.052559,-3.464102,-0,3.464102,-81.406388,36.373067,-19.052559,1,cluster2
270,269,12.124356,-17.320508,-5.196152,0,-1.732051,-5.196152,0,-41.569219,3.464102,-10.392305,1,cluster3
271,270,29.444864,-17.320508,-46.765372,-32.908965,3.464102,10.392305,5.196152,-90.066642,53.693575,-15.588457,1,cluster1
272,271,43.30127,-19.052559,-51.961524,-10.392305,1.732051,-19.052559,6.928203,-91.798693,36.373067,-39.837169,1,cluster2
273,272,32.908965,-19.052559,-38.105118,-10.392305,-3.464102,-10.392305,6.928203,-74.478185,24.248711,-31.176915,0,cluster2
274,273,38.105118,-22.51666,-48.497423,-8.660254,1.732051,-17.320508,8.660254,-83.138439,38.105118,-36.373067,0,cluster2
275,274,36.373067,-19.052559,-31.176915,-1.732051,1.732051,-12.124356,1.732051,-64.08588,25.980762,-29.444864,1,cluster0
276,275,36.373067,-12.124356,-41.569219,-13.856406,-3.464102,-6.928203,1.732051,-83.138439,31.176915,-27.712813,1,cluster0
277,276,24.248711,-19.052559,-152.420471,-133.367912,-8.660254,114.315353,1.732051,-190.525589,159.348674,-8.660254,1,cluster1
278,277,29.444864,-20.78461,-58.889727,-43.30127,1.732051,25.980762,0,-93.530744,65.817931,-8.660254,1,cluster1
279,278,32.908965,-15.588457,-46.765372,-25.980762,-0,8.660254,5.196152,-83.138439,48.497423,-20.78461,1,cluster2
280,279,31.176915,-22.51666,-39.837169,-19.052559,3.464102,0,-1.732051,-74.478185,41.569219,-19.052559,1,cluster1
281,280,29.444864,-17.320508,-64.08588,-58.889727,-3.464102,45.033321,6.928203,-105.655099,71.014083,-13.856406,1,cluster1
282,281,27.712813,-20.78461,-53.693575,-38.105118,3.464102,22.51666,3.464102,-91.798693,60.621778,-13.856406,1,cluster1
283,282,31.176915,-13.856406,-34.641016,-5.196152,-5.196152,-24.248711,-1.732051,-79.674337,19.052559,-31.176915,0,cluster0
284,283,29.444864,-17.320508,-29.444864,-13.856406,-3.464102,-3.464102,6.928203,-69.282032,17.320508,-24.248711,1,cluster2
285,284,29.444864,-13.856406,-34.641016,-10.392305,-3.464102,-5.196152,5.196152,-69.282032,22.51666,-20.78461,1,cluster2
286,285,29.444864,-15.588457,-36.373067,-5.196152,-6.928203,-13.856406,6.928203,-74.478185,25.980762,-20.78461,1,cluster2
287,286,43.30127,-20.78461,-62.353829,-12.124356,1.732051,-22.51666,1.732051,-103.923048,41.569219,-38.105118,1,cluster1
288,287,32.908965,-15.588457,-48.497423,-12.124356,-1.732051,-12.124356,1.732051,-86.60254,29.444864,-29.444864,1,cluster0
289,288,34.641016,-20.78461,-53.693575,-12.124356,1.732051,-17.320508,0,-93.530744,36.373067,-25.980762,1,cluster1
290,289,39.837169,-20.78461,-50.229473,-20.78461,0,-5.196152,1.732051,-90.066642,50.229473,-29.444864,1,cluster1
291,290,29.444864,-15.588457,-41.569219,-24.248711,-6.928203,1.732051,0,-86.60254,48.497423,-12.124356,1,cluster3
292,291,39.837169,-17.320508,-39.837169,0,-3.464102,-29.444864,-1.732051,-79.674337,34.641016,-22.51666,1,cluster0
293,292,34.641016,-13.856406,-51.961524,-22.51666,-3.464102,3.464102,5.196152,-93.530744,38.105118,-25.980762,1,cluster2
294,293,39.837169,-12.124356,-64.08588,-12.124356,-5.196152,-25.980762,-3.464102,-105.655099,41.569219,-36.373067,0,cluster0
295,294,38.105118,-13.856406,-48.497423,-17.320508,-6.928203,-8.660254,1.732051,-93.530744,41.569219,-29.444864,1,cluster0
296,295,36.373067,-17.320508,-39.837169,-10.392305,-5.196152,-12.124356,3.464102,-79.674337,38.105118,-17.320508,1,cluster2
297,296,34.641016,-20.78461,-24.248711,-1.732051,1.732051,-20.78461,1.732051,-67.549981,24.248711,-20.78461,1,cluster3
298,297,31.176915,-20.78461,-39.837169,-24.248711,3.464102,3.464102,6.928203,-79.674337,41.569219,-27.712813,1,cluster2
299,298,38.105118,-15.588457,-36.373067,-1.732051,-5.196152,-25.980762,3.464102,-79.674337,31.176915,-29.444864,1,cluster0
300,299,41.569219,-24.248711,-53.693575,-15.588457,1.732051,-10.392305,3.464102,-86.60254,51.961524,-31.176915,1,cluster1
301,300,31.176915,-20.78461,-51.961524,-29.444864,-1.732051,1.732051,0,-91.798693,50.229473,-20.78461,1,cluster1
302,301,32.908965,-15.588457,-22.51666,-8.660254,-8.660254,-17.320508,5.196152,-62.353829,39.837169,-10.392305,1,cluster2
303,302,36.373067,-13.856406,-36.373067,-1.732051,-5.196152,-24.248711,1.732051,-74.478185,29.444864,-25.980762,1,cluster0
304,303,41.569219,-10.392305,-46.765372,0,-6.928203,-38.105118,3.464102,-90.066642,38.105118,-29.444864,1,cluster0
305,304,39.837169,-20.78461,-76.210236,-41.569219,1.732051,12.124356,6.928203,-119.511506,67.549981,-34.641016,1,cluster1
306,305,39.837169,-17.320508,-50.229473,-15.588457,1.732051,-10.392305,5.196152,-93.530744,43.30127,-29.444864,1,cluster1
307,306,46.765372,-22.51666,-48.497423,-3.464102,-3.464102,-24.248711,6.928203,-96.994845,32.908965,-32.908965,0,cluster2
308,307,32.908965,-17.320508,-86.60254,-65.817931,1.732051,57.157677,0,-124.707658,90.066642,-19.052559,1,cluster1
309,308,38.105118,-17.320508,-36.373067,-3.464102,-5.196152,-20.78461,8.660254,-77.942286,34.641016,-22.51666,0,cluster2
310,309,31.176915,-19.052559,-58.889727,-34.641016,-0,10.392305,5.196152,-107.38715,48.497423,-25.980762,1,cluster1
311,310,25.980762,-22.51666,-27.712813,-6.928203,5.196152,-19.052559,5.196152,-69.282032,20.78461,-22.51666,0,cluster2
312,311,36.373067,-20.78461,-71.014083,-36.373067,-1.732051,13.856406,1.732051,-117.779455,60.621778,-32.908965,1,cluster1
313,312,34.641016,-19.052559,-39.837169,-8.660254,-1.732051,-10.392305,10.392305,-83.138439,38.105118,-22.51666,1,cluster2
314,313,31.176915,-20.78461,-65.817931,-39.837169,1.732051,13.856406,1.732051,-114.315353,65.817931,-25.980762,1,cluster1
315,314,29.444864,-17.320508,-64.08588,-25.980762,3.464102,-6.928203,5.196152,-109.119201,55.425626,-27.712813,1,cluster1
316,315,29.444864,-17.320508,-100.458947,-71.014083,-3.464102,43.30127,1.732051,-148.956369,95.262794,-22.51666,1,cluster1
317,316,25.980762,-20.78461,-17.320508,-3.464102,1.732051,-13.856406,0,-60.621778,12.124356,-22.51666,1,cluster3
318,317,31.176915,-13.856406,-39.837169,-20.78461,-5.196152,0,1.732051,-77.942286,36.373067,-20.78461,1,cluster0
319,318,32.908965,-13.856406,-27.712813,-3.464102,-1.732051,-22.51666,3.464102,-67.549981,31.176915,-15.588457,1,cluster3
320,319,34.641016,-13.856406,-29.444864,-5.196152,-3.464102,-10.392305,0,-69.282032,31.176915,-17.320508,1,cluster3
321,320,34.641016,-17.320508,-69.282032,-41.569219,-5.196152,17.320508,-1.732051,-110.851252,72.746134,-15.588457,1,cluster1
322,321,25.980762,-17.320508,-46.765372,-24.248711,-5.196152,3.464102,0,-84.87049,41.569219,-19.052559,0,cluster3
323,322,29.444864,-17.320508,-36.373067,-10.392305,-1.732051,-15.588457,0,-74.478185,31.176915,-22.51666,1,cluster3
324,323,36.373067,-13.856406,-39.837169,-3.464102,-3.464102,-19.052559,5.196152,-77.942286,29.444864,-24.248711,1,cluster2
325,324,39.837169,-17.320508,-48.497423,-5.196152,1.732051,-29.444864,6.928203,-88.334591,29.444864,-38.105118,1,cluster2
326,325,36.373067,-17.320508,-29.444864,-10.392305,-3.464102,-8.660254,3.464102,-71.014083,31.176915,-20.78461,1,cluster2
327,326,41.569219,-17.320508,-46.765372,-8.660254,-3.464102,-13.856406,5.196152,-79.674337,38.105118,-17.320508,1,cluster2
328,327,34.641016,-12.124356,-39.837169,-15.588457,-0,1.732051,1.732051,-79.674337,36.373067,-22.51666,1,cluster0
329,328,31.176915,-13.856406,-32.908965,-15.588457,0,-3.464102,0,-71.014083,38.105118,-15.588457,1,cluster3
330,329,39.837169,-10.392305,-45.033321,-10.392305,-1.732051,-15.588457,1.732051,-81.406388,41.569219,-27.712813,1,cluster0
331,330,29.444864,-12.124356,-24.248711,-10.392305,-3.464102,-8.660254,5.196152,-67.549981,19.052559,-22.51666,1,cluster2
332,331,39.837169,-12.124356,-50.229473,-13.856406,-5.196152,-8.660254,3.464102,-90.066642,36.373067,-32.908965,1,cluster0
333,332,13.856406,-20.78461,-5.196152,-5.196152,0,-12.124356,3.464102,-41.569219,17.320508,-0,1,cluster3
334,333,25.980762,-22.51666,-22.51666,-8.660254,0,-13.856406,8.660254,-62.353829,19.052559,-24.248711,1,cluster2
335,334,29.444864,-12.124356,-27.712813,-3.464102,-1.732051,-19.052559,3.464102,-67.549981,13.856406,-25.980762,0,cluster2
336,335,43.30127,-12.124356,-72.746134,-29.444864,-1.732051,1.732051,3.464102,-112.583302,55.425626,-27.712813,1,cluster1
337,336,32.908965,-17.320508,-51.961524,-24.248711,0,-3.464102,8.660254,-103.923048,50.229473,-24.248711,0,cluster2
338,337,25.980762,-20.78461,-12.124356,-5.196152,-3.464102,-8.660254,3.464102,-53.693575,20.78461,-15.588457,1,cluster3
339,338,39.837169,-22.51666,-57.157677,-17.320508,3.464102,-17.320508,1.732051,-98.726896,46.765372,-36.373067,1,cluster1
340,339,27.712813,-22.51666,-25.980762,-12.124356,-1.732051,-5.196152,3.464102,-67.549981,29.444864,-19.052559,1,cluster3
341,340,31.176915,-20.78461,-38.105118,-12.124356,5.196152,-15.588457,5.196152,-84.87049,29.444864,-25.980762,1,cluster1
342,341,31.176915,-20.78461,-22.51666,-5.196152,3.464102,-15.588457,1.732051,-62.353829,32.908965,-19.052559,1,cluster3
343,342,41.569219,-17.320508,-60.621778,-25.980762,-5.196152,-6.928203,3.464102,-103.923048,53.693575,-24.248711,1,cluster0
344,343,25.980762,-17.320508,-15.588457,-3.464102,-3.464102,-15.588457,5.196152,-58.889727,22.51666,-15.588457,1,cluster3
345,344,31.176915,-17.320508,-34.641016,-8.660254,-1.732051,-12.124356,0,-76.210236,25.980762,-22.51666,1,cluster3
346,345,36.373067,-24.248711,-45.033321,-17.320508,1.732051,-6.928203,5.196152,-88.334591,41.569219,-27.712813,1,cluster1
347,346,36.373067,-15.588457,-55.425626,-17.320508,-3.464102,-8.660254,0,-96.994845,53.693575,-22.51666,1,cluster0
348,347,31.176915,-12.124356,-22.51666,-1.732051,-1.732051,-12.124356,0,-64.08588,22.51666,-20.78461,1,cluster3
349,348,43.30127,-13.856406,-34.641016,-1.732051,-5.196152,-24.248711,1.732051,-77.942286,25.980762,-27.712813,1,cluster0
350,349,39.837169,-13.856406,-48.497423,-20.78461,-1.732051,8.660254,6.928203,-86.60254,46.765372,-22.51666,1,cluster2
351,350,27.712813,-17.320508,-25.980762,-19.052559,8.660254,5.196152,8.660254,-76.210236,36.373067,-22.51666,1,cluster2
352,351,43.30127,-15.588457,-36.373067,-5.196152,-0,-13.856406,3.464102,-77.942286,32.908965,-29.444864,1,cluster0
353,352,27.712813,-20.78461,-27.712813,-13.856406,1.732051,5.196152,0,-67.549981,32.908965,-13.856406,1,cluster3
354,353,29.444864,-15.588457,-24.248711,-12.124356,-1.732051,0,6.928203,-71.014083,25.980762,-20.78461,1,cluster2
355,354,38.105118,-19.052559,-38.105118,-12.124356,3.464102,-10.392305,6.928203,-76.210236,38.105118,-29.444864,1,cluster2
356,355,31.176915,-17.320508,-24.248711,-1.732051,-1.732051,-17.320508,1.732051,-64.08588,24.248711,-19.052559,0,cluster3
357,356,38.105118,-13.856406,-38.105118,-12.124356,-3.464102,-13.856406,0,-77.942286,41.569219,-20.78461,1,cluster0
358,357,36.373067,-13.856406,-36.373067,-5.196152,-6.928203,-17.320508,0,-74.478185,24.248711,-20.78461,0,cluster0
359,358,31.176915,-22.51666,-36.373067,-13.856406,-3.464102,-5.196152,8.660254,-72.746134,34.641016,-22.51666,1,cluster2
360,359,41.569219,-15.588457,-50.229473,-3.464102,-3.464102,-32.908965,3.464102,-93.530744,34.641016,-34.641016,1,cluster0
361,360,41.569219,-13.856406,-32.908965,-3.464102,-3.464102,-20.78461,1.732051,-77.942286,22.51666,-27.712813,0,cluster0
362,361,34.641016,-13.856406,-36.373067,-8.660254,-3.464102,-13.856406,3.464102,-81.406388,27.712813,-24.248711,0,cluster0
363,362,36.373067,-20.78461,-24.248711,-3.464102,-1.732051,-17.320508,0,-69.282032,27.712813,-19.052559,1,cluster3
364,363,43.30127,-20.78461,-46.765372,-5.196152,5.196152,-27.712813,1.732051,-77.942286,36.373067,-36.373067,1,cluster1
365,364,31.176915,-17.320508,-34.641016,-3.464102,-3.464102,-20.78461,5.196152,-71.014083,29.444864,-20.78461,0,cluster2
366,365,32.908965,-17.320508,-32.908965,-8.660254,-0,-6.928203,0,-74.478185,27.712813,-22.51666,0,cluster3
367,366,38.105118,-13.856406,-31.176915,-5.196152,-5.196152,-20.78461,-1.732051,-74.478185,39.837169,-19.052559,1,cluster0
368,367,24.248711,-19.052559,-8.660254,-1.732051,-1.732051,-8.660254,0,-50.229473,17.320508,-15.588457,1,cluster3
369,368,32.908965,-19.052559,-25.980762,-1.732051,-1.732051,-19.052559,0,-65.817931,27.712813,-19.052559,1,cluster3
370,369,38.105118,-13.856406,-50.229473,-24.248711,-6.928203,-6.928203,5.196152,-91.798693,64.08588,-20.78461,1,cluster2
371,370,25.980762,-19.052559,-19.052559,-13.856406,3.464102,-8.660254,3.464102,-65.817931,29.444864,-15.588457,0,cluster3
372,371,36.373067,-20.78461,-41.569219,-10.392305,0,-15.588457,0,-83.138439,38.105118,-29.444864,1,cluster1
373,372,34.641016,-17.320508,-48.497423,-20.78461,-1.732051,-6.928203,8.660254,-84.87049,41.569219,-27.712813,0,cluster2
374,373,24.248711,-22.51666,-38.105118,-29.444864,3.464102,20.78461,6.928203,-72.746134,31.176915,-19.052559,1,cluster2
375,374,51.961524,-19.052559,-51.961524,-3.464102,0,-29.444864,5.196152,-93.530744,38.105118,-43.30127,1,cluster0
376,375,29.444864,-12.124356,-20.78461,-8.660254,-6.928203,-8.660254,5.196152,-65.817931,19.052559,-20.78461,1,cluster2
377,376,41.569219,-15.588457,-41.569219,-8.660254,3.464102,-20.78461,5.196152,-95.262794,41.569219,-34.641016,1,cluster0
378,377,31.176915,-20.78461,-19.052559,-12.124356,1.732051,-3.464102,1.732051,-62.353829,36.373067,-13.856406,1,cluster3
379,378,38.105118,-24.248711,-39.837169,-5.196152,0,-25.980762,1.732051,-81.406388,34.641016,-27.712813,1,cluster1
380,379,32.908965,-20.78461,-53.693575,-31.176915,1.732051,15.588457,5.196152,-91.798693,48.497423,-25.980762,1,cluster1
381,380,38.105118,-20.78461,-45.033321,-13.856406,3.464102,-19.052559,5.196152,-84.87049,48.497423,-22.51666,1,cluster1
382,381,24.248711,-17.320508,-20.78461,-15.588457,-6.928203,3.464102,6.928203,-62.353829,24.248711,-10.392305,1,cluster2
383,382,38.105118,-19.052559,-34.641016,-10.392305,-1.732051,-12.124356,8.660254,-71.014083,34.641016,-25.980762,1,cluster2
384,383,20.78461,-19.052559,-6.928203,-5.196152,-5.196152,-3.464102,3.464102,-51.961524,15.588457,-3.464102,0,cluster3
385,384,24.248711,-19.052559,-24.248711,-29.444864,-1.732051,20.78461,8.660254,-71.014083,51.961524,-8.660254,0,cluster2
386,385,29.444864,-15.588457,-22.51666,-6.928203,-3.464102,-13.856406,1.732051,-71.014083,22.51666,-17.320508,0,cluster3
387,386,29.444864,-12.124356,-17.320508,-13.856406,-5.196152,6.928203,1.732051,-55.425626,32.908965,-10.392305,1,cluster3
388,387,24.248711,-13.856406,-6.928203,-3.464102,-5.196152,-12.124356,5.196152,-57.157677,17.320508,-8.660254,1,cluster3
389,388,25.980762,-22.51666,-20.78461,-3.464102,5.196152,-8.660254,-1.732051,-55.425626,15.588457,-24.248711,1,cluster3
390,389,19.052559,-12.124356,-12.124356,-5.196152,-8.660254,-12.124356,0,-51.961524,12.124356,-5.196152,0,cluster3
391,390,32.908965,-20.78461,-31.176915,-22.51666,5.196152,8.660254,5.196152,-88.334591,46.765372,-19.052559,0,cluster1
392,391,43.30127,-20.78461,-51.961524,-8.660254,5.196152,-12.124356,5.196152,-83.138439,36.373067,-31.176915,1,cluster1
393,392,27.712813,-20.78461,-20.78461,-8.660254,3.464102,-3.464102,10.392305,-76.210236,29.444864,-19.052559,0,cluster2
394,393,38.105118,-13.856406,-22.51666,-3.464102,-8.660254,-12.124356,5.196152,-69.282032,31.176915,-15.588457,1,cluster2
395,394,25.980762,-19.052559,-29.444864,-13.856406,-5.196152,-1.732051,5.196152,-71.014083,29.444864,-13.856406,1,cluster2
