K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,yes
13.856406,-15.588457,-3.464102,-5.196152,1.732051,-3.464102,3.464102,-32.908965,13.856406,-5.196152,1
36.373067,-15.588457,-29.444864,-3.464102,-5.196152,-19.052559,1.732051,-65.817931,34.641016,-10.392305,1
13.856406,-15.588457,-8.660254,-3.464102,-0,-10.392305,6.928203,-48.497423,13.856406,-15.588457,1
45.033321,-12.124356,-65.817931,-13.856406,-5.196152,-13.856406,3.464102,-98.726896,41.569219,-34.641016,1
34.641016,-19.052559,-38.105118,-10.392305,-3.464102,-10.392305,3.464102,-77.942286,34.641016,-24.248711,1
25.980762,-29.444864,-36.373067,-29.444864,12.124356,25.980762,3.464102,-88.334591,46.765372,-15.588457,1
20.78461,-15.588457,-15.588457,-19.052559,-3.464102,13.856406,1.732051,-55.425626,27.712813,-6.928203,1
38.105118,-15.588457,-39.837169,-5.196152,-8.660254,-15.588457,5.196152,-79.674337,27.712813,-20.78461,1
29.444864,-13.856406,-12.124356,0,-0,-1.732051,1.732051,-53.693575,10.392305,-12.124356,1
36.373067,-13.856406,-25.980762,-10.392305,0,0,3.464102,-69.282032,27.712813,-24.248711,1
24.248711,-19.052559,-25.980762,-8.660254,1.732051,1.732051,0,-64.08588,19.052559,-6.928203,1
25.980762,-15.588457,-20.78461,-5.196152,-5.196152,-8.660254,5.196152,-55.425626,17.320508,-13.856406,0
31.176915,-15.588457,-22.51666,-3.464102,-8.660254,-5.196152,6.928203,-62.353829,19.052559,-13.856406,1
29.444864,-12.124356,-24.248711,-8.660254,-1.732051,-5.196152,1.732051,-62.353829,10.392305,-22.51666,1
31.176915,-12.124356,-46.765372,-13.856406,-3.464102,-17.320508,-3.464102,-83.138439,39.837169,-22.51666,1
34.641016,-25.980762,-43.30127,-22.51666,-1.732051,5.196152,1.732051,-88.334591,48.497423,-22.51666,1
32.908965,-19.052559,-55.425626,-20.78461,-3.464102,-10.392305,3.464102,-95.262794,39.837169,-24.248711,1
29.444864,-17.320508,-25.980762,-5.196152,-1.732051,-20.78461,5.196152,-67.549981,25.980762,-25.980762,1
41.569219,-22.51666,-83.138439,-39.837169,-1.732051,3.464102,0,-128.17176,76.210236,-29.444864,1
25.980762,-17.320508,-20.78461,-5.196152,-3.464102,-5.196152,0,-58.889727,27.712813,-13.856406,1
31.176915,-17.320508,-34.641016,-6.928203,-5.196152,-19.052559,5.196152,-76.210236,31.176915,-22.51666,0
27.712813,-15.588457,-34.641016,-13.856406,-5.196152,-12.124356,5.196152,-69.282032,31.176915,-15.588457,0
29.444864,-20.78461,-27.712813,-5.196152,0,-17.320508,1.732051,-64.08588,20.78461,-24.248711,1
45.033321,-22.51666,-69.282032,-27.712813,1.732051,-5.196152,0,-110.851252,58.889727,-36.373067,1
27.712813,-15.588457,-20.78461,-8.660254,-3.464102,-8.660254,3.464102,-65.817931,22.51666,-13.856406,1
32.908965,-13.856406,-41.569219,-15.588457,-3.464102,-5.196152,0,-79.674337,39.837169,-17.320508,1
31.176915,-15.588457,-38.105118,-19.052559,-3.464102,-0,3.464102,-81.406388,36.373067,-19.052559,1
12.124356,-17.320508,-5.196152,0,-1.732051,-5.196152,0,-41.569219,3.464102,-10.392305,1
29.444864,-17.320508,-46.765372,-32.908965,3.464102,10.392305,5.196152,-90.066642,53.693575,-15.588457,1
43.30127,-19.052559,-51.961524,-10.392305,1.732051,-19.052559,6.928203,-91.798693,36.373067,-39.837169,1
32.908965,-19.052559,-38.105118,-10.392305,-3.464102,-10.392305,6.928203,-74.478185,24.248711,-31.176915,0
38.105118,-22.51666,-48.497423,-8.660254,1.732051,-17.320508,8.660254,-83.138439,38.105118,-36.373067,0
36.373067,-19.052559,-31.176915,-1.732051,1.732051,-12.124356,1.732051,-64.08588,25.980762,-29.444864,1
36.373067,-12.124356,-41.569219,-13.856406,-3.464102,-6.928203,1.732051,-83.138439,31.176915,-27.712813,1
24.248711,-19.052559,-152.420471,-133.367912,-8.660254,114.315353,1.732051,-190.525589,159.348674,-8.660254,1
29.444864,-20.78461,-58.889727,-43.30127,1.732051,25.980762,0,-93.530744,65.817931,-8.660254,1
32.908965,-15.588457,-46.765372,-25.980762,-0,8.660254,5.196152,-83.138439,48.497423,-20.78461,1
31.176915,-22.51666,-39.837169,-19.052559,3.464102,0,-1.732051,-74.478185,41.569219,-19.052559,1
29.444864,-17.320508,-64.08588,-58.889727,-3.464102,45.033321,6.928203,-105.655099,71.014083,-13.856406,1
27.712813,-20.78461,-53.693575,-38.105118,3.464102,22.51666,3.464102,-91.798693,60.621778,-13.856406,1
31.176915,-13.856406,-34.641016,-5.196152,-5.196152,-24.248711,-1.732051,-79.674337,19.052559,-31.176915,0
29.444864,-17.320508,-29.444864,-13.856406,-3.464102,-3.464102,6.928203,-69.282032,17.320508,-24.248711,1
29.444864,-13.856406,-34.641016,-10.392305,-3.464102,-5.196152,5.196152,-69.282032,22.51666,-20.78461,1
29.444864,-15.588457,-36.373067,-5.196152,-6.928203,-13.856406,6.928203,-74.478185,25.980762,-20.78461,1
43.30127,-20.78461,-62.353829,-12.124356,1.732051,-22.51666,1.732051,-103.923048,41.569219,-38.105118,1
32.908965,-15.588457,-48.497423,-12.124356,-1.732051,-12.124356,1.732051,-86.60254,29.444864,-29.444864,1
34.641016,-20.78461,-53.693575,-12.124356,1.732051,-17.320508,0,-93.530744,36.373067,-25.980762,1
39.837169,-20.78461,-50.229473,-20.78461,0,-5.196152,1.732051,-90.066642,50.229473,-29.444864,1
29.444864,-15.588457,-41.569219,-24.248711,-6.928203,1.732051,0,-86.60254,48.497423,-12.124356,1
39.837169,-17.320508,-39.837169,0,-3.464102,-29.444864,-1.732051,-79.674337,34.641016,-22.51666,1
34.641016,-13.856406,-51.961524,-22.51666,-3.464102,3.464102,5.196152,-93.530744,38.105118,-25.980762,1
39.837169,-12.124356,-64.08588,-12.124356,-5.196152,-25.980762,-3.464102,-105.655099,41.569219,-36.373067,0
38.105118,-13.856406,-48.497423,-17.320508,-6.928203,-8.660254,1.732051,-93.530744,41.569219,-29.444864,1
36.373067,-17.320508,-39.837169,-10.392305,-5.196152,-12.124356,3.464102,-79.674337,38.105118,-17.320508,1
34.641016,-20.78461,-24.248711,-1.732051,1.732051,-20.78461,1.732051,-67.549981,24.248711,-20.78461,1
31.176915,-20.78461,-39.837169,-24.248711,3.464102,3.464102,6.928203,-79.674337,41.569219,-27.712813,1
38.105118,-15.588457,-36.373067,-1.732051,-5.196152,-25.980762,3.464102,-79.674337,31.176915,-29.444864,1
41.569219,-24.248711,-53.693575,-15.588457,1.732051,-10.392305,3.464102,-86.60254,51.961524,-31.176915,1
31.176915,-20.78461,-51.961524,-29.444864,-1.732051,1.732051,0,-91.798693,50.229473,-20.78461,1
32.908965,-15.588457,-22.51666,-8.660254,-8.660254,-17.320508,5.196152,-62.353829,39.837169,-10.392305,1
36.373067,-13.856406,-36.373067,-1.732051,-5.196152,-24.248711,1.732051,-74.478185,29.444864,-25.980762,1
41.569219,-10.392305,-46.765372,0,-6.928203,-38.105118,3.464102,-90.066642,38.105118,-29.444864,1
39.837169,-20.78461,-76.210236,-41.569219,1.732051,12.124356,6.928203,-119.511506,67.549981,-34.641016,1
39.837169,-17.320508,-50.229473,-15.588457,1.732051,-10.392305,5.196152,-93.530744,43.30127,-29.444864,1
46.765372,-22.51666,-48.497423,-3.464102,-3.464102,-24.248711,6.928203,-96.994845,32.908965,-32.908965,0
32.908965,-17.320508,-86.60254,-65.817931,1.732051,57.157677,0,-124.707658,90.066642,-19.052559,1
38.105118,-17.320508,-36.373067,-3.464102,-5.196152,-20.78461,8.660254,-77.942286,34.641016,-22.51666,0
31.176915,-19.052559,-58.889727,-34.641016,-0,10.392305,5.196152,-107.38715,48.497423,-25.980762,1
25.980762,-22.51666,-27.712813,-6.928203,5.196152,-19.052559,5.196152,-69.282032,20.78461,-22.51666,0
36.373067,-20.78461,-71.014083,-36.373067,-1.732051,13.856406,1.732051,-117.779455,60.621778,-32.908965,1
34.641016,-19.052559,-39.837169,-8.660254,-1.732051,-10.392305,10.392305,-83.138439,38.105118,-22.51666,1
31.176915,-20.78461,-65.817931,-39.837169,1.732051,13.856406,1.732051,-114.315353,65.817931,-25.980762,1
29.444864,-17.320508,-64.08588,-25.980762,3.464102,-6.928203,5.196152,-109.119201,55.425626,-27.712813,1
29.444864,-17.320508,-100.458947,-71.014083,-3.464102,43.30127,1.732051,-148.956369,95.262794,-22.51666,1
25.980762,-20.78461,-17.320508,-3.464102,1.732051,-13.856406,0,-60.621778,12.124356,-22.51666,1
31.176915,-13.856406,-39.837169,-20.78461,-5.196152,0,1.732051,-77.942286,36.373067,-20.78461,1
32.908965,-13.856406,-27.712813,-3.464102,-1.732051,-22.51666,3.464102,-67.549981,31.176915,-15.588457,1
34.641016,-13.856406,-29.444864,-5.196152,-3.464102,-10.392305,0,-69.282032,31.176915,-17.320508,1
34.641016,-17.320508,-69.282032,-41.569219,-5.196152,17.320508,-1.732051,-110.851252,72.746134,-15.588457,1
25.980762,-17.320508,-46.765372,-24.248711,-5.196152,3.464102,0,-84.87049,41.569219,-19.052559,0
29.444864,-17.320508,-36.373067,-10.392305,-1.732051,-15.588457,0,-74.478185,31.176915,-22.51666,1
36.373067,-13.856406,-39.837169,-3.464102,-3.464102,-19.052559,5.196152,-77.942286,29.444864,-24.248711,1
39.837169,-17.320508,-48.497423,-5.196152,1.732051,-29.444864,6.928203,-88.334591,29.444864,-38.105118,1
36.373067,-17.320508,-29.444864,-10.392305,-3.464102,-8.660254,3.464102,-71.014083,31.176915,-20.78461,1
41.569219,-17.320508,-46.765372,-8.660254,-3.464102,-13.856406,5.196152,-79.674337,38.105118,-17.320508,1
34.641016,-12.124356,-39.837169,-15.588457,-0,1.732051,1.732051,-79.674337,36.373067,-22.51666,1
31.176915,-13.856406,-32.908965,-15.588457,0,-3.464102,0,-71.014083,38.105118,-15.588457,1
39.837169,-10.392305,-45.033321,-10.392305,-1.732051,-15.588457,1.732051,-81.406388,41.569219,-27.712813,1
29.444864,-12.124356,-24.248711,-10.392305,-3.464102,-8.660254,5.196152,-67.549981,19.052559,-22.51666,1
39.837169,-12.124356,-50.229473,-13.856406,-5.196152,-8.660254,3.464102,-90.066642,36.373067,-32.908965,1
13.856406,-20.78461,-5.196152,-5.196152,0,-12.124356,3.464102,-41.569219,17.320508,-0,1
25.980762,-22.51666,-22.51666,-8.660254,0,-13.856406,8.660254,-62.353829,19.052559,-24.248711,1
29.444864,-12.124356,-27.712813,-3.464102,-1.732051,-19.052559,3.464102,-67.549981,13.856406,-25.980762,0
43.30127,-12.124356,-72.746134,-29.444864,-1.732051,1.732051,3.464102,-112.583302,55.425626,-27.712813,1
32.908965,-17.320508,-51.961524,-24.248711,0,-3.464102,8.660254,-103.923048,50.229473,-24.248711,0
25.980762,-20.78461,-12.124356,-5.196152,-3.464102,-8.660254,3.464102,-53.693575,20.78461,-15.588457,1
39.837169,-22.51666,-57.157677,-17.320508,3.464102,-17.320508,1.732051,-98.726896,46.765372,-36.373067,1
27.712813,-22.51666,-25.980762,-12.124356,-1.732051,-5.196152,3.464102,-67.549981,29.444864,-19.052559,1
31.176915,-20.78461,-38.105118,-12.124356,5.196152,-15.588457,5.196152,-84.87049,29.444864,-25.980762,1
31.176915,-20.78461,-22.51666,-5.196152,3.464102,-15.588457,1.732051,-62.353829,32.908965,-19.052559,1
41.569219,-17.320508,-60.621778,-25.980762,-5.196152,-6.928203,3.464102,-103.923048,53.693575,-24.248711,1
25.980762,-17.320508,-15.588457,-3.464102,-3.464102,-15.588457,5.196152,-58.889727,22.51666,-15.588457,1
31.176915,-17.320508,-34.641016,-8.660254,-1.732051,-12.124356,0,-76.210236,25.980762,-22.51666,1
36.373067,-24.248711,-45.033321,-17.320508,1.732051,-6.928203,5.196152,-88.334591,41.569219,-27.712813,1
36.373067,-15.588457,-55.425626,-17.320508,-3.464102,-8.660254,0,-96.994845,53.693575,-22.51666,1
31.176915,-12.124356,-22.51666,-1.732051,-1.732051,-12.124356,0,-64.08588,22.51666,-20.78461,1
43.30127,-13.856406,-34.641016,-1.732051,-5.196152,-24.248711,1.732051,-77.942286,25.980762,-27.712813,1
39.837169,-13.856406,-48.497423,-20.78461,-1.732051,8.660254,6.928203,-86.60254,46.765372,-22.51666,1
27.712813,-17.320508,-25.980762,-19.052559,8.660254,5.196152,8.660254,-76.210236,36.373067,-22.51666,1
43.30127,-15.588457,-36.373067,-5.196152,-0,-13.856406,3.464102,-77.942286,32.908965,-29.444864,1
27.712813,-20.78461,-27.712813,-13.856406,1.732051,5.196152,0,-67.549981,32.908965,-13.856406,1
29.444864,-15.588457,-24.248711,-12.124356,-1.732051,0,6.928203,-71.014083,25.980762,-20.78461,1
38.105118,-19.052559,-38.105118,-12.124356,3.464102,-10.392305,6.928203,-76.210236,38.105118,-29.444864,1
31.176915,-17.320508,-24.248711,-1.732051,-1.732051,-17.320508,1.732051,-64.08588,24.248711,-19.052559,0
38.105118,-13.856406,-38.105118,-12.124356,-3.464102,-13.856406,0,-77.942286,41.569219,-20.78461,1
36.373067,-13.856406,-36.373067,-5.196152,-6.928203,-17.320508,0,-74.478185,24.248711,-20.78461,0
31.176915,-22.51666,-36.373067,-13.856406,-3.464102,-5.196152,8.660254,-72.746134,34.641016,-22.51666,1
41.569219,-15.588457,-50.229473,-3.464102,-3.464102,-32.908965,3.464102,-93.530744,34.641016,-34.641016,1
41.569219,-13.856406,-32.908965,-3.464102,-3.464102,-20.78461,1.732051,-77.942286,22.51666,-27.712813,0
34.641016,-13.856406,-36.373067,-8.660254,-3.464102,-13.856406,3.464102,-81.406388,27.712813,-24.248711,0
36.373067,-20.78461,-24.248711,-3.464102,-1.732051,-17.320508,0,-69.282032,27.712813,-19.052559,1
43.30127,-20.78461,-46.765372,-5.196152,5.196152,-27.712813,1.732051,-77.942286,36.373067,-36.373067,1
31.176915,-17.320508,-34.641016,-3.464102,-3.464102,-20.78461,5.196152,-71.014083,29.444864,-20.78461,0
32.908965,-17.320508,-32.908965,-8.660254,-0,-6.928203,0,-74.478185,27.712813,-22.51666,0
38.105118,-13.856406,-31.176915,-5.196152,-5.196152,-20.78461,-1.732051,-74.478185,39.837169,-19.052559,1
24.248711,-19.052559,-8.660254,-1.732051,-1.732051,-8.660254,0,-50.229473,17.320508,-15.588457,1
32.908965,-19.052559,-25.980762,-1.732051,-1.732051,-19.052559,0,-65.817931,27.712813,-19.052559,1
38.105118,-13.856406,-50.229473,-24.248711,-6.928203,-6.928203,5.196152,-91.798693,64.08588,-20.78461,1
25.980762,-19.052559,-19.052559,-13.856406,3.464102,-8.660254,3.464102,-65.817931,29.444864,-15.588457,0
36.373067,-20.78461,-41.569219,-10.392305,0,-15.588457,0,-83.138439,38.105118,-29.444864,1
34.641016,-17.320508,-48.497423,-20.78461,-1.732051,-6.928203,8.660254,-84.87049,41.569219,-27.712813,0
24.248711,-22.51666,-38.105118,-29.444864,3.464102,20.78461,6.928203,-72.746134,31.176915,-19.052559,1
51.961524,-19.052559,-51.961524,-3.464102,0,-29.444864,5.196152,-93.530744,38.105118,-43.30127,1
29.444864,-12.124356,-20.78461,-8.660254,-6.928203,-8.660254,5.196152,-65.817931,19.052559,-20.78461,1
41.569219,-15.588457,-41.569219,-8.660254,3.464102,-20.78461,5.196152,-95.262794,41.569219,-34.641016,1
31.176915,-20.78461,-19.052559,-12.124356,1.732051,-3.464102,1.732051,-62.353829,36.373067,-13.856406,1
38.105118,-24.248711,-39.837169,-5.196152,0,-25.980762,1.732051,-81.406388,34.641016,-27.712813,1
32.908965,-20.78461,-53.693575,-31.176915,1.732051,15.588457,5.196152,-91.798693,48.497423,-25.980762,1
38.105118,-20.78461,-45.033321,-13.856406,3.464102,-19.052559,5.196152,-84.87049,48.497423,-22.51666,1
24.248711,-17.320508,-20.78461,-15.588457,-6.928203,3.464102,6.928203,-62.353829,24.248711,-10.392305,1
38.105118,-19.052559,-34.641016,-10.392305,-1.732051,-12.124356,8.660254,-71.014083,34.641016,-25.980762,1
20.78461,-19.052559,-6.928203,-5.196152,-5.196152,-3.464102,3.464102,-51.961524,15.588457,-3.464102,0
24.248711,-19.052559,-24.248711,-29.444864,-1.732051,20.78461,8.660254,-71.014083,51.961524,-8.660254,0
29.444864,-15.588457,-22.51666,-6.928203,-3.464102,-13.856406,1.732051,-71.014083,22.51666,-17.320508,0
29.444864,-12.124356,-17.320508,-13.856406,-5.196152,6.928203,1.732051,-55.425626,32.908965,-10.392305,1
24.248711,-13.856406,-6.928203,-3.464102,-5.196152,-12.124356,5.196152,-57.157677,17.320508,-8.660254,1
25.980762,-22.51666,-20.78461,-3.464102,5.196152,-8.660254,-1.732051,-55.425626,15.588457,-24.248711,1
19.052559,-12.124356,-12.124356,-5.196152,-8.660254,-12.124356,0,-51.961524,12.124356,-5.196152,0
32.908965,-20.78461,-31.176915,-22.51666,5.196152,8.660254,5.196152,-88.334591,46.765372,-19.052559,0
43.30127,-20.78461,-51.961524,-8.660254,5.196152,-12.124356,5.196152,-83.138439,36.373067,-31.176915,1
27.712813,-20.78461,-20.78461,-8.660254,3.464102,-3.464102,10.392305,-76.210236,29.444864,-19.052559,0
38.105118,-13.856406,-22.51666,-3.464102,-8.660254,-12.124356,5.196152,-69.282032,31.176915,-15.588457,1
25.980762,-19.052559,-29.444864,-13.856406,-5.196152,-1.732051,5.196152,-71.014083,29.444864,-13.856406,1
