Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,Source_9,Source_10,Source_11,Source_12,Source_13,Source_14,Source_15,Source_16,Source_17,Source_18,Source_19,Source_20,Source_21,Source_22,Source_23,Source_24,Source_25,Source_26,Source_27,Source_28,Source_29,Source_30,Source_31,Source_32,Source_33,Source_34,Source_35,Source_36,Source_37,Source_38,Source_39,Source_40,yes
-0.000834,-0.005569,0.001278,0.056413,0.002193,-0.010693,-0.064914,0.013112,0.05361,0.003082,0.07036,0.030128,0.002138,-0.030247,-0.00604,-0.018369,-0.058392,0.013719,-0.00627,-0.046224,-0.050831,0.021922,0.030719,0.063711,-0.016464,0.036384,-0.006821,-0.057648,0.043517,0.055892,-0.058061,0.038275,-0.038033,0.033157,-0.028533,-0.011158,0.012694,0.071906,0.024232,0.075114,-0.02428,1
-0.076104,-0.024516,0.068957,-0.072716,0.007852,-0.083702,0.045906,-0.070791,0.0162,-0.066204,-0.011268,-0.01793,0.048805,0.027683,-0.033825,-0.051268,0.064618,-0.04071,0.066751,-0.012308,-0.063754,-0.03365,0.090605,-0.007191,-0.034195,-0.115152,0.032224,-0.083516,-0.025824,-0.099902,-0.019286,0.1052,-0.038743,-0.060259,-0.076733,-0.057032,-0.027662,-0.028854,-0.064221,0.009797,-0.094127,0
0.137674,0.059151,0.01655,0.042819,0.111073,0.110736,-0.102058,0.001216,-0.024989,-0.024011,0.071654,0.105949,-0.042927,-0.059905,-0.039196,0.113411,0.019261,-0.051231,-0.047963,0.015837,-0.096304,0.096164,0.046191,-0.038326,-0.004797,-0.045459,-0.01532,-0.029724,0.130787,-0.055492,0.032629,-0.052968,0.043362,-0.13913,-0.024663,-0.032282,0.044206,-0.139295,0.020977,-0.044543,0.038303,1
0.021685,-0.070224,-0.024654,0.004119,-0.006995,0.006755,-0.009152,-0.010895,0.023985,-0.005825,-0.034948,0.057138,-0.019661,-0.017707,-0.084062,0.075717,0.06035,-0.023971,-0.037634,0.03607,-0.013319,-0.033761,0.011179,-0.135653,0.075298,-0.037125,-0.014603,-0.012748,-0.032091,-0.031545,0.032035,-0.063863,-0.039629,0.050619,0.018652,0.042335,-0.054046,-0.040698,-0.058149,-0.048014,0.012125,1
0.061983,-0.035755,-0.011162,-0.028601,0.0797,-0.079404,-0.062027,0.078806,0.024155,0.014188,0.044987,0.05943,-0.054151,0.012621,-0.03887,-0.060763,0.073957,0.041728,0.06213,0.035035,0.096698,0.050809,-0.02346,0.011701,-0.05979,-0.039088,-0.009717,-0.048077,-0.05908,0.118525,0.084293,0.022906,0.058251,-0.052603,0.016824,0.009449,-0.07092,-0.126036,0.048206,0.043913,0.020614,1
0.123846,-0.090691,-0.079805,0.018032,0.024452,0.045913,-0.000972,0.072441,0.012447,-0.080512,-0.007382,0.101167,-0.056831,0.000488,-0.047317,0.028177,0.070041,0.075724,-0.025063,-0.021524,0.012994,0.019076,0.06845,-0.024817,0.077319,-0.069209,-0.003722,0.02101,0.0268,-0.00941,-0.007458,-0.014846,0.017618,0.075022,-0.052159,-0.022106,-0.026324,-0.022715,-0.040107,-0.01707,0.010095,1
0.039752,-0.061477,0.033222,0.043455,-0.053858,-0.034796,-0.061633,0.005956,0.016767,-0.012016,0.038871,0.014526,-0.036525,-0.05034,-0.087941,0.061171,-0.067775,0.001895,-0.014817,0.020267,0.014483,0.105626,-0.031955,-0.073369,0.007906,-0.031061,0.01309,-0.042087,-0.031723,-0.037424,-0.006545,0.016231,0.137597,-0.03983,0.052929,-0.076732,0.008575,0.051659,0.031848,-0.008295,0.011075,1
-0.08161,0.006844,-0.138792,-0.059551,-0.010154,0.036171,-0.000903,0.043145,-0.075037,-0.145394,0.056321,-0.061443,-0.04466,0.095994,0.038781,0.016279,0.135601,-0.091397,0.028825,0.018368,-0.018822,0.09273,-0.093853,0.007652,0.085069,0.044898,0.04252,0.007126,0.103432,0.005819,-0.073627,0.050436,-0.055195,-0.024039,0.043718,-0.128599,0.027203,-0.113849,0.007387,0.01775,0.052051,1
-0.016911,-0.045942,0.044213,-0.014582,0.033605,0.012823,-0.014264,0.103314,0.071683,0.045809,0.034052,0.088858,-0.010706,0.03713,0.067939,0.001974,0.031765,0.060616,0.003642,-0.062378,-0.054689,0.020282,0.063066,-0.019796,0.001937,0.044686,-0.022071,0.039436,-0.03289,0.061897,0.003591,0.028935,-0.040207,-0.028984,-0.021,0.040324,0.029439,-0.026717,0.036206,0.057426,-0.015603,1
-0.080141,-0.049748,0.002465,-0.073675,-0.07013,0.006484,-0.026913,-0.005511,-0.022107,0.032282,-0.056263,0.056375,-0.027644,-0.003066,-0.076244,0.066739,0.030501,0.065077,-0.064156,0.041863,-0.109037,0.005368,0.137587,0.035153,-0.031781,-0.043686,-0.017694,0.022548,-0.131382,0.016962,-0.049127,-0.033117,-0.015482,-0.044004,-0.068588,-0.019411,0.005816,-0.039541,-0.040761,-0.063791,0.07038,1
-0.022958,-0.017307,-0.079977,0.040061,-0.060451,0.005385,-0.061235,0.014207,-0.063303,0.029029,0.051317,0.054162,0.042537,0.010977,0.042561,0.035237,0.020691,0.051888,-0.037098,-0.100366,0.040371,0.113785,-0.033547,-0.076236,0.034891,-0.079501,0.048271,-0.006321,-0.03054,-0.048618,-0.131145,0.058919,-0.042612,-0.034668,-0.047449,0.001741,-0.090087,0.006376,0.04147,-0.031608,-0.020924,1
-0.038942,0.019733,-0.064637,-0.010782,0.002881,0.04018,-0.061454,0.02226,0.062158,0.029314,-0.041741,0.025561,0.068899,0.070403,0.057844,0.035972,-0.016361,0.004764,0.042839,-0.039609,-0.049908,0.068211,-0.07889,-0.018213,-0.029501,0.029448,0.013862,0.089195,0.000455,0.016175,-0.045559,-0.008469,-0.053924,0.003312,-0.001222,0.056481,-0.059394,0.055542,0.028512,0.003606,-0.008935,1
-0.076925,-0.041416,-0.012777,-0.003938,0.011684,-0.033508,0.011731,0.071673,0.017956,-0.027348,0.019819,0.014548,-0.006495,0.083913,0.089468,-0.046811,-0.045273,-0.045751,0.035037,-0.042479,0.006796,0.061167,-0.006517,-0.048562,0.043435,0.057121,-0.006281,0.056508,-0.004871,0.037914,-0.00288,0.011409,-0.067696,0.012462,-0.028462,-0.042009,-0.053272,0.069033,-0.05411,0.068762,-0.013725,1
0.010598,-0.019927,-0.063224,0.004049,-0.090532,0.049145,-0.03976,-0.022119,-0.124051,-0.006013,0.004687,0.084369,-0.026457,0.051868,0.044001,-0.062022,0.074217,0.056373,-0.115762,0.043537,-0.076805,0.061143,0.070954,0.035578,-0.009259,-0.024313,-0.040968,-0.052254,0.006273,0.022766,0.022998,0.07805,-0.059817,-0.002131,0.018458,0.052287,-0.046296,-0.086657,0.018871,-0.02086,0.042862,1
0.012896,0.044055,-0.083622,0.014069,0.007085,0.027972,-0.043026,-0.053258,0.043891,0.003777,-0.011852,-0.020785,0.005785,0.027336,-0.009068,-0.005982,-0.102602,0.041718,0.049937,-0.048828,-0.040662,0.004579,0.000054,0.028907,0.038266,-0.029158,-0.048837,0.001798,0.040906,0.031949,-0.002846,-0.04457,-0.042154,0.060301,0.050167,-0.039741,-0.043564,-0.054624,-0.053742,0.055052,-0.011915,0
-0.038702,0.008828,0.035199,0.026274,0.059888,-0.056614,-0.074679,-0.003359,-0.00655,0.090268,-0.036045,-0.051631,-0.108174,0.028547,-0.021894,-0.008177,0.063023,0.047735,-0.024617,-0.141718,-0.0135,-0.11479,0.051593,-0.131415,-0.05533,0.068422,-0.028416,-0.002147,-0.011436,0.035901,-0.025139,0.029896,0.01524,0.009308,0.039033,-0.09981,-0.047234,-0.10161,0.140256,-0.123158,0.010525,1
-0.003053,0.037155,-0.020519,-0.068722,0.022485,0.02014,0.023079,-0.012183,0.041472,0.037152,0.014851,0.017185,-0.017707,-0.021293,0.022927,-0.036495,-0.047572,-0.000281,0.008019,0.007581,0.017308,-0.003109,-0.004013,0.017461,-0.060232,0.019675,0.035541,0.040415,-0.005999,0.001464,0.010905,0.049816,0.031182,0.036435,0.027354,-0.047691,-0.044737,-0.060039,0.031065,0.079771,0.047548,1
-0.003668,-0.030354,0.003265,-0.032972,0.061194,-0.049706,-0.000169,0.134716,0.034479,0.028201,0.025019,0.074646,-0.010158,0.001527,0.092641,-0.040023,-0.086524,-0.048981,0.021765,-0.030638,-0.016943,0.091029,-0.080891,-0.13023,-0.032514,0.008582,-0.061819,0.020466,-0.030383,-0.036522,-0.051011,0.051573,0.018669,-0.00159,0.040795,-0.040875,-0.028728,0.010497,-0.089419,0.073219,-0.00249,1
-0.045913,-0.064131,-0.023672,0.00074,-0.080392,0.043794,0.027541,0.031976,0.016335,0.044024,-0.037298,0.077747,-0.046407,0.059847,0.090496,-0.01647,-0.040844,0.045233,0.057238,0.053425,0.020489,0.027845,0.017539,0.052452,0.027219,0.025786,0.021427,0.039127,0.051338,-0.011125,-0.016266,-0.037213,-0.025958,0.010909,0.021537,0.016853,-0.015572,-0.04343,-0.018788,-0.070764,-0.002975,1
0.008402,-0.133017,-0.050057,-0.013449,0.128665,-0.062379,-0.067069,-0.168171,-0.032033,-0.033215,-0.010929,-0.039325,0.008185,0.040958,0.009109,0.000881,-0.056907,0.109921,-0.047663,0.040394,-0.043982,-0.027157,-0.083637,-0.073101,0.04386,0.016805,-0.050634,0.037998,-0.023736,-0.004021,0.085283,0.016221,0.075753,-0.060059,0.051899,0.088771,-0.009986,-0.047467,0.084016,0.116419,0.01733,1
-0.044776,-0.026501,0.003131,-0.003792,0.003421,0.018578,0.062154,-0.007944,0.019593,-0.039832,0.027274,-0.010178,-0.055429,0.051867,0.015207,-0.026141,0.006184,-0.11884,0.048448,-0.110096,0.046342,-0.04557,-0.017054,-0.039551,0.00854,0.009072,0.00942,-0.064935,-0.044546,-0.023348,0.078883,0.044851,-0.03095,0.041225,-0.078663,-0.002892,0.051828,0.054806,0.032318,0.04572,0.039039,1
0.094426,0.034284,-0.034571,0.018014,-0.022743,-0.003272,0.027367,-0.049476,-0.086598,-0.047936,-0.082003,0.089067,-0.022991,0.029219,-0.023727,-0.014595,0.092638,-0.019631,-0.044854,0.065416,-0.073264,-0.000795,0.01208,-0.069147,-0.012497,0.075523,0.004276,0.059338,-0.030499,0.09516,-0.020294,-0.087866,-0.003936,0.024757,0.006181,-0.045653,0.052401,-0.036233,0.070696,-0.003632,-0.018171,1
-0.06702,-0.016071,0.037127,-0.011304,-0.000076,0.073166,0.036071,-0.005064,-0.092624,0.026833,0.01071,-0.004129,-0.087415,0.003527,0.065454,-0.010995,0.030948,0.094539,0.003522,0.032931,0.002485,0.006122,0.026899,-0.046174,-0.009523,0.049461,0.014854,0.131098,-0.03087,0.060718,0.055534,-0.057055,-0.074083,-0.041776,0.02665,0.017156,-0.070292,-0.043862,0.054999,0.009296,0.001638,1
-0.020701,0.000812,0.000265,-0.014361,-0.007869,0.063057,-0.027857,0.038346,0.047271,0.06213,-0.030979,-0.015285,0.034249,-0.070586,0.02429,-0.00566,-0.021805,0.006349,0.019882,-0.070672,-0.012139,-0.010492,0.064153,-0.015953,0.069879,-0.042549,0.050446,0.001713,-0.009902,0.023998,0.025346,0.085684,-0.061479,0.063463,-0.068544,0.04452,0.004374,0.023411,-0.012603,-0.004587,0.090314,1
0.033579,-0.027773,0.045285,0.020063,0.006775,0.017222,-0.038122,0.038337,0.02476,0.02231,-0.00446,-0.081516,0.009205,-0.023869,0.013636,0.00351,-0.037693,0.103313,0.016328,0.079029,0.028413,-0.003926,0.041869,-0.052949,-0.030162,-0.00808,0.041999,0.066518,-0.027331,-0.000921,-0.027976,-0.052029,0.001823,0.022141,-0.01772,-0.077129,0.010436,-0.008282,-0.000148,-0.040689,0.054678,1
0.036282,-0.000722,-0.024688,-0.007416,0.024348,0.035477,0.010256,-0.091833,0.000601,0.02945,0.096875,0.055257,0.046906,-0.022476,0.042456,-0.011145,-0.013635,-0.035036,-0.025064,0.005642,-0.002383,0.025252,-0.029132,-0.027643,-0.00509,-0.029424,0.079061,-0.05457,-0.009986,-0.020916,-0.053891,-0.02751,-0.021762,0.036504,0.004289,-0.028778,-0.043877,-0.131275,0.042345,0.003571,-0.032367,1
0.054989,-0.020361,-0.040889,-0.012911,0.003516,0.086916,0.018613,0.040664,-0.014278,-0.008553,-0.049056,0.012653,-0.002098,0.010773,0.077809,0.03217,0.041698,0.033409,0.085335,0.014405,-0.0416,-0.011948,0.025343,0.022049,0.043461,0.023896,-0.031422,-0.007662,0.103941,-0.062893,0.027235,-0.006837,0.051361,0.059388,-0.101821,0.021245,-0.100124,0.109731,0.036898,-0.071994,0.12156,1
-0.020298,-0.035875,0.019326,0.014354,-0.06277,0.009573,0.044074,0.008063,0.058859,-0.026725,0.056132,0.024684,0.016905,-0.00517,-0.04909,-0.034726,-0.069605,-0.055747,-0.043459,-0.074688,0.059828,0.011422,0.011843,-0.027907,0.01763,-0.019975,-0.008593,-0.028437,-0.040825,0.017874,0.009537,0.039089,-0.040614,0.037741,-0.051248,0.008073,0.059122,0.020084,-0.004537,-0.01648,0.033676,0
0.010448,-0.090232,-0.045549,0.033165,-0.06069,-0.04294,-0.036871,-0.004866,0.056418,-0.004773,0.036843,0.044842,-0.024413,0.050514,0.017869,-0.049346,-0.080491,0.020077,0.015517,-0.045901,-0.00823,0.028742,-0.053835,0.025045,0.070191,-0.075379,-0.000054,0.007491,-0.002042,-0.003028,-0.065011,0.025077,0.009861,0.05667,0.035649,-0.080726,-0.032326,-0.03855,0.04905,-0.014296,-0.045117,1
0.072938,0.045966,0.03303,-0.044414,0.038699,0.108532,-0.00287,0.020864,-0.094895,0.051096,-0.0439,-0.021322,0.016269,-0.064701,0.100779,0.049665,-0.014006,-0.003364,0.065136,0.029887,-0.021744,-0.048461,-0.089977,-0.08129,0.039895,0.010648,-0.049157,0.053904,-0.002929,-0.044077,-0.023443,0.003735,-0.032506,0.02981,-0.020217,0.059133,-0.021493,0.009846,0.006521,-0.005777,0.000971,1
-0.081565,0.111241,-0.022937,-0.13678,-0.105819,-0.035252,-0.104263,0.090886,-0.031343,-0.020521,0.067013,0.018078,-0.034232,0.003518,-0.057788,-0.041167,-0.01295,0.016445,0.021042,-0.060572,0.090475,0.016556,-0.095567,0.082732,0.010014,0.017894,0.038518,-0.034667,0.001796,0.093247,0.015713,-0.025043,0.081613,0.06228,-0.039651,-0.007761,-0.002858,-0.146125,-0.043141,-0.018779,0.056596,0
-0.026736,-0.04858,-0.028891,-0.009452,0.001309,0.000374,0.044457,-0.039431,0.045812,-0.003779,-0.014777,0.034957,-0.025042,0.047788,0.101998,-0.028693,0.002293,0.013045,0.014511,0.013161,0.0519,0.03904,0.04193,0.053676,0.005643,0.005992,0.090759,0.010121,0.000274,0.013356,0.062335,-0.012569,0.003796,0.007721,-0.011011,-0.018372,0.004324,-0.00748,0.05358,-0.017022,0.002104,1
0.083421,-0.069066,0.018681,0.095237,0.042766,0.022665,-0.03125,0.024986,0.001413,0.018329,-0.063232,0.029668,-0.029926,-0.062417,-0.006154,-0.067365,-0.01048,0.023888,0.086689,0.033815,0.033792,-0.037718,0.000684,0.037817,0.068441,-0.096373,-0.054754,-0.008698,0.025012,-0.047945,-0.027676,0.03432,-0.032009,0.074166,0.001892,-0.043621,-0.012907,0.035887,0.029822,0.020306,0.046876,1
0.030295,-0.065425,-0.040675,-0.002638,0.061716,0.004534,-0.033785,-0.023258,0.071943,-0.055035,0.013759,0.093641,0.013216,-0.008196,-0.028403,0.000213,0.037942,0.025565,-0.129633,-0.097507,0.056922,0.080827,0.021157,-0.02733,0.03708,-0.002047,0.005373,-0.011602,-0.08973,0.034765,0.011221,0.013863,-0.027103,0.026744,-0.044423,0.003872,-0.061551,-0.064256,-0.001693,0.028417,-0.048044,0
0.05305,-0.045544,0.002055,-0.018308,0.031739,-0.02197,0.010609,0.001337,0.0646,0.021203,-0.007599,0.038171,0.021086,-0.091249,-0.015856,0.041592,-0.074054,0.016707,-0.024288,0.038652,-0.002071,0.038903,-0.05853,0.000735,-0.016992,-0.018708,0.008168,-0.03411,-0.040007,0.014412,0.034283,0.010506,0.06615,-0.040642,0.076066,-0.112336,-0.038977,0.0085,0.014417,0.00143,0.042351,1
-0.015968,0.029384,-0.034018,-0.065507,-0.042977,-0.109962,-0.112762,0.104473,0.051408,0.032412,0.09564,-0.040835,0.000314,0.007236,0.020097,-0.048149,-0.045792,-0.045161,0.052124,0.075528,0.026932,-0.019635,-0.056802,-0.070604,0.007328,-0.085399,0.057665,0.027024,0.029421,0.09687,0.006043,0.016314,-0.062579,0.038271,-0.106117,0.061056,0.020419,-0.041843,-0.065164,-0.032135,0.029036,1
0.033289,-0.097738,-0.005772,-0.084438,-0.015113,-0.101666,0.06713,-0.025583,0.045372,0.007357,0.032345,0.038787,-0.025505,0.007021,0.05966,0.044107,-0.011389,0.001945,-0.060388,0.059786,-0.01318,-0.010711,-0.043592,-0.0219,-0.105471,0.029657,-0.07495,0.046762,-0.053205,-0.047441,-0.010562,0.020897,-0.12169,-0.044705,-0.044632,0.008663,-0.006437,-0.062199,0.024677,0.033027,0.068178,1
0.065634,0.01581,-0.078364,-0.036313,-0.007747,-0.020629,-0.067574,0.019705,-0.058652,-0.041344,-0.011237,-0.029597,-0.071931,-0.084977,-0.009219,0.003151,0.0672,-0.009209,-0.049334,-0.0081,-0.120586,-0.022441,0.01925,0.016888,-0.03573,-0.093013,-0.045414,0.017463,-0.009358,0.020475,-0.013853,-0.035122,-0.098192,-0.009527,-0.015095,0.039304,0.00551,0.079746,0.047771,0.128768,-0.006384,1
-0.011405,0.026726,-0.005073,0.032887,0.010692,-0.028639,-0.002406,-0.029227,0.051554,0.049979,-0.048076,0.086535,0.055233,-0.010291,0.026908,-0.046471,-0.033243,-0.074901,-0.008064,0.012974,-0.041107,0.046317,0.084047,0.022659,-0.011246,0.027308,0.013373,-0.017138,0.075653,0.060567,0.033545,0.009067,-0.064364,0.013037,0.013706,0.019142,0.034297,0.032524,-0.007468,-0.020976,0.0521,0
0.02918,-0.058382,-0.029584,-0.000275,-0.065218,0.001966,0.015268,-0.045139,-0.050858,0.004904,0.00497,-0.01027,-0.068693,-0.08947,-0.018269,-0.051927,-0.032785,-0.05263,0.044756,-0.008145,-0.002642,-0.029487,-0.013606,0.026764,0.094733,-0.080804,-0.038696,-0.01897,0.055949,-0.007363,-0.023418,-0.075566,-0.024957,0.046995,0.031926,-0.046463,-0.060611,0.045234,0.049568,-0.008714,-0.025877,1
-0.060287,-0.098173,0.062986,0.070386,-0.077332,-0.053131,0.007522,0.018985,0.053204,0.029656,-0.03331,0.048162,0.00747,-0.022724,0.03903,0.004637,0.073531,-0.074446,-0.036969,-0.056527,-0.060936,-0.005104,0.056067,0.028488,0.002634,-0.028327,-0.07465,0.128522,0.047905,0.146395,0.021289,-0.051303,0.049894,-0.050467,-0.015872,-0.023307,-0.076515,0.027462,0.018939,0.033102,0.008693,1
0.021006,0.067069,0.091397,-0.018893,0.05612,0.050613,0.025813,0.072285,0.078389,-0.078892,-0.060161,-0.061161,-0.083183,0.034337,-0.079356,0.000878,0.071573,0.002478,-0.049119,-0.040789,-0.051499,-0.055094,0.033035,-0.037015,0.076039,-0.038338,-0.024013,0.000971,0.081249,0.039644,0.011439,0.054819,-0.020321,-0.060953,-0.0189,-0.052791,-0.049385,-0.089633,0.066616,0.047991,0.023977,1
0.041775,0.023533,0.039976,0.001157,-0.016407,-0.033886,0.029887,0.011181,0.055091,-0.122456,-0.000436,0.008143,0.056025,0.016094,0.02127,-0.040646,0.020598,0.027665,0.037949,0.016795,-0.059381,-0.018055,-0.040352,-0.055076,-0.051447,-0.032072,0.091374,0.045801,0.101989,-0.045578,-0.013855,0.077903,-0.03661,0.01372,-0.041805,0.040805,-0.008445,0.042499,-0.016438,-0.014053,-0.146143,1
0.024829,0.060724,0.004829,-0.019838,-0.031396,-0.00877,0.014704,-0.025991,-0.032337,-0.004679,0.086782,-0.029691,-0.034096,-0.075413,0.021527,-0.034738,-0.053119,-0.051223,0.018338,-0.008752,-0.075669,-0.051484,0.02292,-0.006061,0.028427,-0.028502,0.021647,0.036433,0.059999,0.044423,-0.02403,-0.028992,-0.024435,0.050836,-0.03798,-0.022641,0.034615,0.067526,0.073241,0.08505,-0.009398,1
0.005246,-0.036504,0.101306,-0.006683,0.097573,-0.006663,-0.050913,0.075578,0.0197,0.04213,-0.033832,0.042448,-0.076885,-0.123228,0.049842,-0.016726,-0.023818,-0.018453,-0.088975,-0.055146,-0.036068,-0.04556,0.01824,-0.028292,-0.01845,0.013546,-0.022842,0.04333,-0.025753,0.013554,0.044948,0.056309,-0.065641,-0.012748,-0.050796,0.000062,-0.021313,-0.008636,0.037314,-0.04186,0.05696,1
-0.025883,0.033794,0.121846,0.046994,0.006806,-0.069181,0.015822,0.022004,-0.020026,-0.048224,0.025209,0.0266,0.013637,-0.058195,0.004676,0.011393,-0.015138,-0.042522,0.014024,0.116703,-0.008333,-0.054828,-0.079408,0.024717,0.058724,0.001244,-0.012229,0.083233,0.047061,-0.038847,-0.054652,0.015251,-0.042311,0.058097,0.063802,-0.002554,0.090079,0.020278,0.072199,0.034717,0.064179,1
-0.052939,-0.013556,0.014295,-0.026365,0.040139,-0.092671,-0.076823,0.108492,-0.063969,-0.020836,0.052877,0.092182,-0.014808,0.0395,-0.011007,0.025389,0.082173,0.020787,0.087453,-0.048922,0.023165,0.018417,-0.108186,-0.002947,0.025174,0.000765,-0.00745,0.004754,0.02691,0.077212,0.041446,-0.078855,-0.053732,0.050599,-0.006224,0.088186,-0.11754,-0.057065,-0.030959,-0.056717,0.050939,0
-0.073253,-0.041826,0.059941,-0.02283,-0.06386,-0.045962,0.02139,0.00677,0.038725,0.05294,0.018727,0.099967,-0.060992,0.029557,0.042715,0.026568,-0.043827,0.00506,-0.025798,-0.006086,-0.057926,-0.002038,0.02542,-0.030222,0.03036,0.114971,-0.012817,0.080153,-0.011086,0.054509,-0.009946,-0.010215,-0.051386,-0.030421,-0.011858,0.013206,-0.016247,-0.077751,0.041215,-0.002973,-0.006825,1
0.015527,0.021299,0.002578,-0.000551,0.050274,0.004132,-0.033582,0.001393,0.04757,-0.00961,0.109577,0.005697,0.011098,-0.012624,0.01781,0.030566,-0.040751,-0.002136,-0.036795,0.044062,-0.001952,-0.052273,-0.034512,0.008631,-0.073388,-0.004378,0.058914,0.060723,0.054613,-0.01889,-0.061381,0.022862,-0.042401,0.063299,-0.00245,0.042839,-0.038521,0.0371,0.049923,0.036529,-0.050295,1
0.061436,-0.055663,-0.037712,-0.053398,0.057662,-0.092222,-0.031286,0.044646,-0.00866,-0.082913,-0.074524,0.003093,-0.040214,0.060628,0.120601,0.003227,0.058348,-0.165895,-0.014452,0.057837,0.073435,0.095399,-0.025788,0.014959,-0.070547,0.006768,0.058958,0.098434,0.017463,-0.141383,-0.066138,-0.005823,-0.016856,-0.066905,-0.099977,-0.053397,-0.05818,0.033538,0.070609,0.00283,0.033126,1
-0.01878,0.019778,0.103448,-0.059569,0.025597,-0.141793,0.033996,-0.027229,-0.002868,0.004624,-0.003266,-0.025756,-0.02737,0.000382,-0.078736,-0.006811,-0.02148,-0.006975,0.072881,0.084746,0.046465,0.065275,0.025208,-0.01679,0.002223,-0.13512,0.035268,-0.008197,0.08089,0.128322,-0.01557,0.058656,0.012583,-0.03822,-0.066715,0.065806,-0.017123,0.037534,-0.013488,-0.099547,-0.012125,1
-0.062577,0.049051,0.037885,0.051097,-0.045962,-0.073967,0.006351,-0.005919,-0.035328,-0.063582,0.050119,0.005968,0.08341,-0.119608,-0.081483,-0.044709,0.006163,0.063951,0.105688,0.004743,-0.011443,-0.002934,0.006628,-0.083898,-0.017494,-0.004812,-0.023703,0.035794,0.022777,-0.092384,-0.001468,0.01028,0.036579,0.06279,0.098146,0.000928,0.005398,-0.008717,-0.039918,-0.006645,0.033349,1
0.07179,-0.051283,-0.037332,-0.092767,-0.056211,-0.052037,-0.004039,-0.003515,0.014496,-0.016195,0.046413,0.114107,-0.035596,-0.013399,0.01879,0.089204,0.015425,0.006657,-0.083321,0.033849,-0.056774,-0.085158,-0.010455,0.052729,0.014664,0.000933,-0.037733,0.011574,0.003437,-0.051316,-0.043373,0.013164,-0.06196,0.050408,-0.063712,0.067038,-0.05419,-0.013239,0.007491,0.084407,-0.043814,1
0.035716,-0.079875,-0.037223,-0.053168,0.030722,-0.006543,0.03073,-0.070347,0.033983,-0.007664,0.071297,-0.034013,-0.075746,-0.00288,-0.037962,0.004354,-0.002002,0.037403,0.003298,-0.022676,-0.02846,-0.027719,0.010615,0.004017,-0.131422,0.072451,-0.110236,-0.015194,0.030023,0.014434,0.01927,-0.020849,-0.096974,0.061026,-0.000359,0.033215,-0.042479,-0.025307,0.004892,0.057631,0.029443,1
-0.046247,0.045693,-0.023548,0.098443,0.01385,-0.003873,-0.018625,0.014863,-0.018796,0.002015,-0.013992,0.02489,-0.045619,-0.063834,-0.036106,-0.047815,-0.032377,0.037933,0.005493,-0.02115,0.031749,0.064774,-0.010541,-0.121337,-0.02136,0.011349,-0.048362,-0.045791,-0.036793,-0.015666,-0.041633,0.058881,0.024508,0.058895,0.010957,0.026988,-0.029345,0.084183,-0.038923,0.089306,0.039334,1
-0.080968,0.075762,-0.073295,-0.033661,0.047245,-0.015387,0.066215,0.00471,-0.048525,0.017177,-0.015726,0.033596,-0.005133,0.043963,0.050286,0.06696,-0.067889,0.037689,0.015502,0.044131,-0.118006,-0.067031,0.089305,-0.045614,-0.021619,-0.124139,-0.010231,-0.009849,-0.02914,-0.024895,-0.025596,-0.017552,-0.018029,0.015214,0.009104,-0.032653,0.008275,-0.024715,-0.150164,-0.062111,0.056157,1
0.009617,0.050216,-0.000757,0.013379,-0.044833,-0.017188,-0.025495,-0.007603,0.022316,-0.025687,0.062053,0.10385,0.102571,-0.031442,-0.066037,-0.057404,-0.022194,-0.01678,0.058013,0.002052,-0.029824,-0.04397,0.006861,-0.042094,-0.082048,0.01215,0.019425,0.057046,0.023974,-0.058665,0.019369,0.046315,0.05317,0.021046,0.03381,-0.000845,-0.0376,0.00197,-0.000329,-0.003386,-0.079058,1
0.012261,-0.011013,-0.06656,0.00474,-0.038594,-0.045682,-0.038862,-0.038945,0.047459,-0.095858,-0.02369,-0.001188,0.078903,-0.018924,0.008563,-0.034043,-0.027488,-0.068901,0.09615,-0.029314,-0.068554,-0.03725,-0.061455,-0.052875,0.033491,-0.044506,0.025947,0.085857,-0.009787,-0.082055,0.039273,-0.011184,-0.016749,0.02313,-0.043381,-0.026592,-0.053844,0.013697,-0.003146,-0.049524,-0.05985,0
0.037306,0.0193,-0.022898,0.048651,0.074105,0.008924,-0.016212,-0.038804,0.011688,-0.049107,-0.001784,-0.068745,0.031491,0.012302,-0.027265,0.061587,-0.031519,0.015053,0.025442,-0.001859,-0.016179,-0.011047,-0.009717,-0.037843,-0.027658,-0.013048,0.036309,0.0005,-0.005567,0.000179,0.024665,-0.109234,0.019232,0.039447,0.047501,-0.038573,-0.109147,0.062919,0.02108,-0.010015,0.006742,1
0.03202,0.059176,0.116191,-0.045858,-0.075262,-0.041919,-0.104059,-0.030921,-0.079548,0.045081,0.000134,0.032361,0.020196,0.097993,0.017584,0.038355,-0.064488,-0.080524,-0.069501,0.004923,0.017395,-0.057386,0.020999,-0.00162,-0.071383,0.043913,0.023417,0.047028,-0.006395,-0.087038,-0.010721,-0.026448,0.045243,0.017224,-0.004444,0.004943,-0.018164,-0.020112,0.056785,-0.053424,-0.049864,1
